metric_id,@timestamp,host_id,application_id,benchmark_id,system.cpu.total.pct,system.memory.used.pct,system.diskio.read.bytes,system.diskio.write.bytes,system.diskio.io.time,system.network.in.bytes,system.network.out.bytes,transaction.duration.us,event.outcome,transactions_per_second,cost_per_hour_usd,power_consumption_watts,workload_type,test_phase,anomaly_notes
metric-0000667,2025-10-30 10:49:12.390374,host-00119,app-0001,bench-062,48.89,64.34,110242986,675699576,7621,81758977,59746203,32953,success,4010.81,0.989,84.55,API,Migration-Validation,None
metric-0000668,2025-10-30 10:54:12.390374,host-00114,app-0015,bench-030,47.27,77.96,838466931,733178117,4083,91355043,71402387,22269,success,4691.85,1.311,106.2,OLTP,Stress-Test,None
metric-0000669,2025-10-30 10:59:12.390374,host-00053,app-0144,bench-011,73.33,68.78,8346194,387289853,5669,59688754,61514440,77309,success,449.23,0.528,143.03,OLAP,Stress-Test,CPU spike detected on host-00053 during Stress-Test phase
metric-0000670,2025-10-30 11:04:12.390374,host-00007,app-0096,bench-070,82.16,69.02,534181557,36316281,9450,12995661,28504957,1015,success,3045.89,0.816,223.32,API,Stress-Test,None
metric-0000671,2025-10-30 11:09:12.390374,host-00144,app-0078,bench-031,78.68,76.17,799968424,786595528,1258,67059526,6342313,80963,success,4955.05,0.881,177.17,ML-Training,Migration-Validation,Elevated transaction latency correlates with disk I/O contention
metric-0000672,2025-10-30 11:14:12.390374,host-00145,app-0062,bench-033,94.54,47.8,178420328,927718587,3270,1472055,9567575,82323,success,4068.45,1.257,190.53,API,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000673,2025-10-30 11:19:12.390374,host-00162,app-0113,bench-063,91.36,43.95,831639700,669821530,6997,62119708,18920771,56882,success,453.57,0.794,186.52,Batch,Load-Test,CPU spike detected on host-00162 during Load-Test phase
metric-0000674,2025-10-30 11:24:12.390374,host-00196,app-0089,bench-019,50.81,62.16,58644778,939283650,7309,82603115,29165201,81392,success,4259.97,0.921,96.28,Streaming,Load-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000675,2025-10-30 11:29:12.390374,host-00011,app-0129,bench-024,55.23,80.14,230992701,930893171,7161,52183916,67056270,119860,failure,33.09,0.788,175.33,Streaming,Stress-Test,None
metric-0000676,2025-10-30 11:34:12.390374,host-00122,app-0072,bench-034,46.91,79.15,702017040,987167763,3416,90897912,15652195,32361,success,1989.95,1.465,86.57,OLAP,Soak-Test,Network throughput degradation during peak load testing
metric-0000677,2025-10-30 11:39:12.390374,host-00080,app-0017,bench-030,54.33,54.07,434601941,736162247,2856,28600280,87453566,17832,success,2054.87,0.847,126.55,ML-Training,Stress-Test,None
metric-0000678,2025-10-30 11:44:12.390374,host-00170,app-0146,bench-077,66.47,80.91,262052548,883404303,7020,39311081,87838754,55953,success,4032.07,1.289,108.41,OLTP,Load-Test,None
metric-0000679,2025-10-30 11:49:12.390374,host-00078,app-0125,bench-028,68.18,55.02,334138162,306529535,9525,98406391,72913813,57705,success,4842.92,1.454,130.61,API,Load-Test,CPU spike detected on host-00078 during Load-Test phase
metric-0000680,2025-10-30 11:54:12.390374,host-00166,app-0024,bench-003,74.18,81.11,678279006,928329248,8247,22716179,57312499,37604,success,2455.51,0.829,220.63,OLTP,Stress-Test,None
metric-0000681,2025-10-30 11:59:12.390374,host-00115,app-0118,bench-076,92.66,55.72,699610667,325843872,1990,27460229,6173403,84593,success,695.73,1.482,219.27,OLAP,Load-Test,None
metric-0000682,2025-10-30 12:04:12.390374,host-00171,app-0001,bench-009,76.1,50.59,923238109,396149287,6799,33243492,66859479,35298,success,3563.5,1.41,127.75,OLAP,Production,None
metric-0000683,2025-10-30 12:09:12.390374,host-00113,app-0077,bench-079,48.16,71.99,818220833,693521006,7212,92287884,61210805,27567,success,2178.79,1.458,84.64,ML-Training,Soak-Test,None
metric-0000684,2025-10-30 12:14:12.390374,host-00036,app-0014,bench-006,90.23,45.85,864705885,509209920,4093,38055699,96713402,97521,success,312.82,1.168,200.5,OLAP,Migration-Validation,Memory pressure observed - 45.85% utilization exceeds threshold
metric-0000685,2025-10-30 12:19:12.390374,host-00045,app-0134,bench-033,77.36,79.16,22500268,551519464,4602,43869889,18434288,70296,success,4858.61,1.174,172.98,OLTP,Migration-Validation,None
metric-0000686,2025-10-30 12:24:12.390374,host-00067,app-0144,bench-042,52.21,71.99,34216603,984791184,7116,17666237,89451136,8348,success,4994.3,1.306,100.83,API,Soak-Test,None
metric-0000687,2025-10-30 12:29:12.390374,host-00125,app-0054,bench-079,39.36,36.15,361241827,788765264,4731,37596257,48211858,70120,success,1207.81,0.813,95.01,OLTP,Soak-Test,None
metric-0000688,2025-10-30 12:34:12.390374,host-00123,app-0062,bench-030,43.51,62.79,323737476,936010037,720,80785900,13686583,64944,success,2629.67,1.301,103.91,Batch,Load-Test,None
metric-0000689,2025-10-30 12:39:12.390374,host-00130,app-0138,bench-015,58.86,63.26,439012318,342601249,5360,23552624,49248732,76451,success,1236.66,1.499,125.25,OLTP,Migration-Validation,Memory pressure observed - 63.26% utilization exceeds threshold
metric-0000690,2025-10-30 12:44:12.390374,host-00151,app-0105,bench-027,78.0,75.85,291629682,302517793,2993,4201999,89279472,96572,success,2384.46,0.803,149.08,ML-Training,Production,None
metric-0000691,2025-10-30 12:49:12.390374,host-00015,app-0015,bench-035,62.98,61.76,614343691,39726107,9371,91313610,36408776,56030,success,1672.27,0.823,112.15,ML-Training,Load-Test,Memory pressure observed - 61.76% utilization exceeds threshold
metric-0000692,2025-10-30 12:54:12.390374,host-00065,app-0141,bench-027,69.36,40.17,599746340,63182098,9718,5188864,50663536,73916,success,349.1,0.674,141.71,ML-Training,Soak-Test,Network throughput degradation during peak load testing
metric-0000693,2025-10-30 12:59:12.390374,host-00105,app-0036,bench-011,83.83,63.62,92174360,206152800,2346,8104232,11693778,35899,success,2964.54,1.449,163.29,OLTP,Production,None
metric-0000694,2025-10-30 13:04:12.390374,host-00133,app-0144,bench-006,72.37,63.57,49702598,874548670,7013,99437763,76011787,44708,success,1098.25,1.024,177.67,Streaming,Migration-Validation,None
metric-0000695,2025-10-30 13:09:12.390374,host-00155,app-0055,bench-042,59.56,56.01,746311742,248510051,3116,19859484,91405580,23668,success,3060.96,1.249,95.96,API,Load-Test,None
metric-0000696,2025-10-30 13:14:12.390374,host-00147,app-0046,bench-061,73.16,37.55,251865632,961632924,9908,70486426,72039820,45189,success,4057.28,1.202,160.39,ML-Training,Migration-Validation,CPU spike detected on host-00147 during Migration-Validation phase
metric-0000697,2025-10-30 13:19:12.390374,host-00085,app-0056,bench-003,73.48,64.31,626419186,922757832,6787,79112615,51110840,15898,success,4286.98,0.544,139.19,Batch,Production,Network throughput degradation during peak load testing
metric-0000698,2025-10-30 13:24:12.390374,host-00104,app-0059,bench-037,65.51,60.38,388188009,935540122,1928,16211010,89496073,95215,success,634.96,1.23,101.48,ML-Training,Baseline,CPU spike detected on host-00104 during Baseline phase
metric-0000699,2025-10-30 13:29:12.390374,host-00013,app-0133,bench-005,90.59,61.23,217097567,155438096,1517,30441122,13847298,371510,failure,58.76,1.273,259.11,API,Load-Test,None
metric-0000700,2025-10-30 13:34:12.390374,host-00180,app-0144,bench-023,61.57,42.51,879498690,174099418,1134,25610961,66912994,5815,success,1917.1,1.021,123.87,ML-Training,Load-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000701,2025-10-30 13:39:12.390374,host-00173,app-0040,bench-044,71.67,44.77,536759048,812470551,6667,35381843,92215074,28567,success,2883.68,0.722,186.56,ML-Training,Production,None
metric-0000702,2025-10-30 13:44:12.390374,host-00056,app-0121,bench-045,45.46,56.75,308803531,152554249,2165,48696337,62485516,64642,success,2614.37,1.437,84.42,API,Production,None
metric-0000703,2025-10-30 13:49:12.390374,host-00041,app-0104,bench-028,66.57,81.52,611356278,211453849,6539,42122705,60952330,91728,success,474.3,0.886,187.0,API,Migration-Validation,None
metric-0000704,2025-10-30 13:54:12.390374,host-00130,app-0104,bench-054,73.15,60.06,229185600,35530880,6085,11405391,51330558,35327,success,2947.5,1.499,142.2,API,Soak-Test,None
metric-0000705,2025-10-30 13:59:12.390374,host-00064,app-0080,bench-073,90.78,56.83,211857834,508152095,6107,51262799,62741559,52158,success,2516.52,1.078,179.7,Batch,Production,None
metric-0000706,2025-10-30 14:04:12.390374,host-00078,app-0003,bench-040,68.23,43.57,956805908,986478665,2929,4419465,16248751,93359,success,661.53,1.454,109.59,Batch,Migration-Validation,CPU spike detected on host-00078 during Migration-Validation phase
metric-0000707,2025-10-30 14:09:12.390374,host-00035,app-0077,bench-072,73.07,68.16,757113288,598838494,741,83632512,67759806,8446,success,2323.16,0.529,136.66,OLTP,Production,Network throughput degradation during peak load testing
metric-0000708,2025-10-30 14:14:12.390374,host-00100,app-0009,bench-030,56.61,46.35,453188947,904248809,2423,68127453,8291328,44089,success,3442.76,1.257,148.13,Batch,Soak-Test,None
metric-0000709,2025-10-30 14:19:12.390374,host-00050,app-0105,bench-053,41.14,71.12,34964129,79194264,9553,66242887,81815010,14132,success,1205.2,1.099,80.04,OLTP,Stress-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000710,2025-10-30 14:24:12.390374,host-00094,app-0005,bench-070,61.39,63.51,663442089,675814114,8231,41932566,68778166,45297,success,1953.38,1.347,159.95,ML-Training,Stress-Test,None
metric-0000711,2025-10-30 14:29:12.390374,host-00002,app-0089,bench-041,68.42,77.65,267615536,660755712,9280,31921670,86796775,24182,success,1882.25,1.365,129.2,Streaming,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000712,2025-10-30 14:34:12.390374,host-00188,app-0046,bench-022,78.04,54.98,654169370,664550871,2515,12688853,15178843,59334,success,3136.03,1.242,177.44,Batch,Baseline,Elevated transaction latency correlates with disk I/O contention
metric-0000713,2025-10-30 14:39:12.390374,host-00009,app-0129,bench-047,66.83,33.88,573399661,538897698,5087,56313932,17404548,93657,success,2375.28,0.656,165.43,OLAP,Soak-Test,None
metric-0000714,2025-10-30 14:44:12.390374,host-00107,app-0032,bench-062,72.25,50.97,401068591,10107207,6415,95390151,8354400,55641,success,553.47,0.883,101.35,OLAP,Soak-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000715,2025-10-30 14:49:12.390374,host-00082,app-0150,bench-075,43.53,61.77,574084627,678859639,2278,84987611,36219399,34742,success,3296.37,0.848,82.1,OLTP,Migration-Validation,None
metric-0000716,2025-10-30 14:54:12.390374,host-00016,app-0003,bench-061,66.09,74.88,801897200,918762831,4750,62476765,6350164,50534,success,1472.17,1.254,136.67,Batch,Load-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000717,2025-10-30 14:59:12.390374,host-00175,app-0131,bench-044,67.31,41.48,140206529,786483986,5316,19110916,73232073,21456,success,1556.45,1.374,175.09,ML-Training,Migration-Validation,Elevated transaction latency correlates with disk I/O contention
metric-0000718,2025-10-30 15:04:12.390374,host-00014,app-0010,bench-065,39.06,36.42,758622025,294799226,7701,65129251,40284818,27040,success,3688.74,0.735,89.7,Batch,Stress-Test,Network throughput degradation during peak load testing
metric-0000719,2025-10-30 15:09:12.390374,host-00048,app-0038,bench-056,43.37,34.99,824807235,938356949,9276,93463173,80204438,65784,success,3919.02,0.693,133.84,OLAP,Stress-Test,Memory pressure observed - 34.99% utilization exceeds threshold
metric-0000720,2025-10-30 15:14:12.390374,host-00110,app-0095,bench-032,51.18,56.9,262468115,534172315,6452,56105024,64783069,23089,success,4187.05,1.326,108.94,Streaming,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000721,2025-10-30 15:19:12.390374,host-00023,app-0088,bench-063,78.25,72.72,102743828,935982492,6683,90892736,37161144,79518,success,356.17,1.494,159.06,ML-Training,Load-Test,None
metric-0000722,2025-10-30 15:24:12.390374,host-00084,app-0092,bench-057,72.84,46.17,259582619,869425255,8768,49815627,8863776,8222,success,3679.2,1.488,185.51,Batch,Load-Test,None
metric-0000723,2025-10-30 15:29:12.390374,host-00200,app-0064,bench-051,78.08,69.14,298914281,647338693,2139,64279559,64076944,24192,success,3718.91,1.06,122.89,ML-Training,Migration-Validation,CPU spike detected on host-00200 during Migration-Validation phase
metric-0000724,2025-10-30 15:34:12.390374,host-00108,app-0107,bench-011,39.96,57.51,956476045,705014366,3480,84108062,2413052,25016,success,1393.99,0.994,102.95,ML-Training,Load-Test,Elevated transaction latency correlates with disk I/O contention
metric-0000725,2025-10-30 15:39:12.390374,host-00007,app-0086,bench-004,92.84,48.61,91753232,628016077,4845,46054538,69686914,207301,failure,29.56,0.816,219.39,Batch,Migration-Validation,None
metric-0000726,2025-10-30 15:44:12.390374,host-00151,app-0026,bench-016,92.94,32.09,408007359,462854056,7524,40643333,96637553,38953,success,1007.33,0.803,204.48,OLAP,Soak-Test,None
metric-0000727,2025-10-30 15:49:12.390374,host-00034,app-0071,bench-027,81.67,36.05,225798599,950451802,2473,28004978,1031702,59668,success,3281.58,0.975,176.93,Streaming,Migration-Validation,None
metric-0000728,2025-10-30 15:54:12.390374,host-00092,app-0036,bench-029,78.88,44.08,697250718,139065663,3073,96425774,17319004,32942,success,4364.48,0.803,239.33,OLTP,Stress-Test,None
metric-0000729,2025-10-30 15:59:12.390374,host-00199,app-0144,bench-059,76.04,43.96,157596787,296970787,5817,68757698,35698070,28776,success,1999.63,0.815,148.38,API,Baseline,None
metric-0000730,2025-10-30 16:04:12.390374,host-00052,app-0143,bench-039,82.76,53.74,843917918,711757394,6137,30279388,50858243,84114,success,854.4,1.071,140.23,OLAP,Production,Elevated transaction latency correlates with disk I/O contention
metric-0000731,2025-10-30 16:09:12.390374,host-00037,app-0097,bench-074,68.44,56.46,206692939,72137550,9899,58484820,5759138,35776,success,894.48,0.786,102.52,OLAP,Load-Test,None
metric-0000732,2025-10-30 16:14:12.390374,host-00005,app-0076,bench-009,41.83,61.74,756123960,415810672,9751,70171821,33415205,43401,success,4947.61,0.876,93.51,OLAP,Baseline,None
metric-0000733,2025-10-30 16:19:12.390374,host-00023,app-0077,bench-024,84.39,42.83,543744877,670978446,2430,97279169,70202687,8760,success,4210.26,1.494,176.41,Streaming,Soak-Test,None
metric-0000734,2025-10-30 16:24:12.390374,host-00063,app-0005,bench-050,82.65,78.48,452191238,307959409,3956,6868310,79450493,28611,success,4984.62,0.662,153.03,Streaming,Migration-Validation,None
metric-0000735,2025-10-30 16:29:12.390374,host-00188,app-0057,bench-027,55.26,69.18,405392718,326364768,7768,5777649,56792018,202924,failure,48.67,1.242,136.4,OLAP,Stress-Test,None
metric-0000736,2025-10-30 16:34:12.390374,host-00168,app-0077,bench-079,66.12,77.26,889703437,227684058,7863,32794536,97022219,57063,success,2290.92,0.814,140.17,OLTP,Baseline,CPU spike detected on host-00168 during Baseline phase
metric-0000737,2025-10-30 16:39:12.390374,host-00150,app-0148,bench-006,42.7,75.61,105880191,714298829,2452,38181467,29740010,168611,failure,77.53,0.551,79.07,OLAP,Soak-Test,CPU spike detected on host-00150 during Soak-Test phase
metric-0000738,2025-10-30 16:44:12.390374,host-00014,app-0051,bench-055,77.03,68.82,802472561,600141895,5215,15349738,7466519,30103,success,3655.93,0.735,164.65,Streaming,Migration-Validation,None
metric-0000739,2025-10-30 16:49:12.390374,host-00098,app-0086,bench-049,51.33,55.68,807579829,563808704,8087,25599055,62232359,18271,success,3806.38,0.956,140.06,API,Production,CPU spike detected on host-00098 during Production phase
metric-0000740,2025-10-30 16:54:12.390374,host-00153,app-0099,bench-044,42.45,80.42,144906880,539067300,257,73389960,64954170,46567,success,2840.09,0.853,92.95,OLTP,Migration-Validation,None
metric-0000741,2025-10-30 16:59:12.390374,host-00164,app-0060,bench-072,42.31,36.91,180605970,174335770,5312,94639280,25456584,51592,success,2781.07,1.333,75.56,OLTP,Stress-Test,None
metric-0000742,2025-10-30 17:04:12.390374,host-00003,app-0082,bench-034,41.65,48.17,377119103,13010917,3133,38469255,22985618,19984,success,2460.87,0.58,87.45,OLTP,Load-Test,CPU spike detected on host-00003 during Load-Test phase
metric-0000743,2025-10-30 17:09:12.390374,host-00077,app-0008,bench-021,67.89,48.32,34901275,337333156,1011,1969661,59511836,69254,success,3870.65,0.998,109.76,OLTP,Migration-Validation,None
metric-0000744,2025-10-30 17:14:12.390374,host-00026,app-0096,bench-037,69.81,58.18,19484234,861234079,1092,40278054,92439301,74523,success,2048.86,1.103,126.87,OLTP,Production,None
metric-0000745,2025-10-30 17:19:12.390374,host-00120,app-0033,bench-051,94.29,43.23,921318576,853158246,5384,33091855,12359294,51749,success,1582.11,0.761,184.5,OLAP,Migration-Validation,Network throughput degradation during peak load testing
metric-0000746,2025-10-30 17:24:12.390374,host-00195,app-0113,bench-046,78.7,39.86,379891707,142931325,7510,41840516,78720116,79670,success,337.76,1.408,143.64,Batch,Stress-Test,CPU spike detected on host-00195 during Stress-Test phase
metric-0000747,2025-10-30 17:29:12.390374,host-00168,app-0042,bench-078,87.92,77.51,828324976,526333461,4786,69782733,89271989,46907,success,646.45,0.814,194.38,API,Migration-Validation,Elevated transaction latency correlates with disk I/O contention
