cell_id,enb_id,cell_name,site_id,latitude,longitude,region,market,technology,frequency_band,capacity_rating,neighbor_cells,tower_status
CELL_00432,eNB_0129,Site_3330_Sector_3,SITE_0463,29.89760530342157,-119.67027623676744,Southeast,Dense Urban,LTE,Band 66 (AWS-3),High,"CELL_00591,CELL_00123,CELL_01080,CELL_00703,CELL_01050,CELL_01154,CELL_01101,CELL_00442",Active
CELL_00433,eNB_0029,Site_5618_Sector_3,SITE_0498,41.57306312933064,-114.72229674869108,West,Urban,5G NSA,Band 12 (700MHz),Medium,"CELL_01275,CELL_01157,CELL_00703,CELL_00595,CELL_00537,CELL_00522,CELL_00800,CELL_00353",Active
CELL_00434,eNB_0153,Site_5626_Sector_2,SITE_0465,44.359374781847194,-98.93395993221856,Pacific,Urban,LTE,Band 12 (700MHz),High,"CELL_00189,CELL_00011,CELL_00963,CELL_00440",Active
CELL_00435,eNB_0182,Site_6570_Sector_1,SITE_0202,45.061112534683666,-110.78302082943863,Southwest,Dense Urban,LTE,n41 (2.5GHz),Medium,"CELL_00562,CELL_01186,CELL_01372",Active
CELL_00436,eNB_0159,Site_3811_Sector_2,SITE_0516,33.961000516713156,-103.8177573571178,Southwest,Urban,5G NSA,Band 4 (AWS),Medium,"CELL_00970,CELL_00158,CELL_01208,CELL_00075,CELL_01301,CELL_01253",Active
CELL_00437,eNB_0145,Site_1780_Sector_1,SITE_0458,46.86187555107802,-118.54557270530702,West,Highway,LTE,n71 (600MHz),Medium,"CELL_01412,CELL_01070,CELL_01232,CELL_00043",Degraded
CELL_00438,eNB_0167,Site_8935_Sector_3,SITE_0513,44.91724546374863,-91.16959919977342,Southwest,Suburban,LTE,Band 66 (AWS-3),Medium,"CELL_01253,CELL_00447,CELL_01278,CELL_00112",Active
CELL_00439,eNB_0083,Site_3709_Sector_3,SITE_0459,33.387200676843534,-97.73046229485917,West,Dense Urban,LTE,n41 (2.5GHz),Medium,"CELL_00367,CELL_00579,CELL_01009,CELL_01367,CELL_00092,CELL_01356",Active
CELL_00440,eNB_0088,Site_7348_Sector_3,SITE_0157,38.683887674192455,-120.53266781543515,West,Rural,LTE,n71 (600MHz),Very High,"CELL_00644,CELL_00647,CELL_01230",Active
CELL_00441,eNB_0155,Site_8016_Sector_3,SITE_0414,48.64009267130947,-106.30550265897433,West,Highway,5G NSA,Band 4 (AWS),High,"CELL_00680,CELL_00599,CELL_00337,CELL_00289,CELL_01089,CELL_00897",Active
CELL_00442,eNB_0064,Site_3329_Sector_2,SITE_0005,44.081574428786,-122.51008235668398,Southwest,Rural,5G NSA,Band 2 (1900MHz),Very High,"CELL_00837,CELL_00474,CELL_01373,CELL_00909,CELL_00857,CELL_00782",Active
CELL_00443,eNB_0101,Site_9126_Sector_2,SITE_0254,33.9391797520111,-85.34509313798505,Northeast,Suburban,LTE,Band 12 (700MHz),Medium,"CELL_01099,CELL_00370,CELL_00093,CELL_01196",Active
CELL_00444,eNB_0055,Site_1176_Sector_3,SITE_0589,44.69262842795386,-86.6608290591816,Midwest,Dense Urban,LTE,Band 71 (600MHz),Medium,"CELL_01360,CELL_00578,CELL_00362,CELL_00973",Active
CELL_00445,eNB_0144,Site_3915_Sector_2,SITE_0171,34.0053280384973,-110.85772216375354,Southwest,Dense Urban,LTE,n71 (600MHz),Low,"CELL_00912,CELL_01486,CELL_01433,CELL_00092,CELL_00053,CELL_00252,CELL_01485,CELL_01349",Active
CELL_00446,eNB_0089,Site_7632_Sector_1,SITE_0167,32.2445334030214,-94.8214784341377,Southeast,Suburban,5G NSA,Band 71 (600MHz),High,"CELL_00766,CELL_00427,CELL_00948,CELL_00574,CELL_00535",Active
CELL_00447,eNB_0076,Site_8830_Sector_1,SITE_0343,33.52178732116012,-102.64600395975796,Northeast,Dense Urban,5G NSA,Band 2 (1900MHz),High,"CELL_00520,CELL_00279,CELL_00343,CELL_00395,CELL_00889,CELL_01223,CELL_01181,CELL_00940",Active
CELL_00448,eNB_0049,Site_4607_Sector_3,SITE_0077,28.98519156162186,-100.06157878240883,West,Urban,LTE,Band 12 (700MHz),High,"CELL_00782,CELL_00896,CELL_00532",Degraded
CELL_00449,eNB_0184,Site_5818_Sector_2,SITE_0540,27.329376894578438,-98.87583684528425,Southwest,Suburban,5G SA,n41 (2.5GHz),High,"CELL_01472,CELL_00427,CELL_00673,CELL_00832,CELL_00020,CELL_00535,CELL_01195",Active
CELL_00450,eNB_0132,Site_6224_Sector_1,SITE_0573,28.722344974179954,-75.733070808979,Midwest,Rural,LTE,Band 4 (AWS),Low,"CELL_01456,CELL_01269,CELL_01225,CELL_01117,CELL_00758,CELL_00486,CELL_00471",Active
CELL_00451,eNB_0031,Site_3950_Sector_3,SITE_0556,38.62346063144932,-79.66320922864497,Pacific,Rural,LTE,n41 (2.5GHz),High,"CELL_01180,CELL_00284,CELL_00444,CELL_01478,CELL_00155,CELL_00083,CELL_00388,CELL_01179",Active
CELL_00452,eNB_0046,Site_4339_Sector_2,SITE_0022,48.58096202516342,-87.0271748826554,Southwest,Urban,LTE,Band 71 (600MHz),High,"CELL_01260,CELL_00094,CELL_00670",Active
CELL_00453,eNB_0130,Site_3462_Sector_3,SITE_0539,45.02133070959396,-86.74970275437533,West,Dense Urban,5G SA,Band 2 (1900MHz),Medium,"CELL_00626,CELL_00842,CELL_01118,CELL_01272,CELL_01403,CELL_01318,CELL_01175,CELL_00366",Active
CELL_00454,eNB_0065,Site_3863_Sector_2,SITE_0060,44.79962932722129,-73.7267297175035,Southwest,Highway,5G NSA,Band 66 (AWS-3),High,"CELL_00180,CELL_01078,CELL_00784,CELL_01333,CELL_01472,CELL_00242",Active
CELL_00455,eNB_0139,Site_6080_Sector_2,SITE_0200,38.80107277341457,-116.63915231164458,Southeast,Highway,5G SA,Band 2 (1900MHz),Low,"CELL_00097,CELL_00030,CELL_01499,CELL_00462,CELL_00733,CELL_00433,CELL_01217,CELL_00647",Active
CELL_00456,eNB_0114,Site_1051_Sector_2,SITE_0147,36.207054489972066,-108.92665704200361,Pacific,Highway,5G NSA,Band 66 (AWS-3),Low,"CELL_01253,CELL_01279,CELL_01018,CELL_01038,CELL_00094,CELL_00371,CELL_00289,CELL_01097",Active
CELL_00457,eNB_0074,Site_7583_Sector_2,SITE_0546,46.83236828154143,-101.04249000439371,Pacific,Suburban,5G SA,Band 2 (1900MHz),Very High,"CELL_00095,CELL_00850,CELL_00175",Active
CELL_00458,eNB_0105,Site_1809_Sector_2,SITE_0052,27.27186605544488,-84.14323175095882,Southwest,Rural,5G SA,Band 66 (AWS-3),High,"CELL_00614,CELL_00456,CELL_00780,CELL_01273,CELL_00978,CELL_01433,CELL_01416",Active
CELL_00459,eNB_0062,Site_1793_Sector_3,SITE_0131,47.92829567634505,-88.10043944976131,Northeast,Rural,5G SA,Band 4 (AWS),Low,"CELL_01333,CELL_00931,CELL_00722,CELL_00910,CELL_01270,CELL_00402,CELL_00133",Active
CELL_00460,eNB_0153,Site_8783_Sector_3,SITE_0021,45.25575596150813,-119.85707361943567,West,Rural,5G NSA,Band 4 (AWS),High,"CELL_00471,CELL_01030,CELL_00879,CELL_00286,CELL_00683,CELL_00797,CELL_00902",Active
CELL_00461,eNB_0196,Site_4469_Sector_2,SITE_0071,44.583335170591766,-66.58216118531129,Pacific,Suburban,5G NSA,Band 71 (600MHz),Medium,"CELL_01447,CELL_00433,CELL_00288,CELL_00463,CELL_01206",Active
CELL_00462,eNB_0164,Site_5784_Sector_1,SITE_0508,45.30249752297236,-93.82061420247014,Southwest,Urban,LTE,Band 2 (1900MHz),High,"CELL_00532,CELL_00349,CELL_01051,CELL_01346",Active
CELL_00463,eNB_0043,Site_1081_Sector_2,SITE_0204,28.43769189108128,-101.32083720590288,West,Dense Urban,5G NSA,n41 (2.5GHz),Very High,"CELL_00675,CELL_00510,CELL_00033,CELL_00172,CELL_00967",Active
CELL_00464,eNB_0028,Site_6181_Sector_1,SITE_0387,37.16167947812905,-123.37774425001955,Pacific,Suburban,LTE,Band 4 (AWS),Very High,"CELL_00225,CELL_00884,CELL_01048",Active
CELL_00465,eNB_0110,Site_6737_Sector_2,SITE_0080,39.130956448104364,-81.3553303596073,Midwest,Highway,5G NSA,n41 (2.5GHz),Medium,"CELL_00471,CELL_01454,CELL_01473,CELL_01432",Active
CELL_00466,eNB_0189,Site_9857_Sector_3,SITE_0293,48.36284584711589,-124.83450624868685,Southeast,Urban,LTE,Band 12 (700MHz),High,"CELL_00515,CELL_00880,CELL_00959",Active
CELL_00467,eNB_0082,Site_5445_Sector_2,SITE_0167,25.767905398803872,-77.6654593769556,West,Highway,LTE,n71 (600MHz),High,"CELL_00854,CELL_00235,CELL_00726,CELL_00298,CELL_00403,CELL_00220",Active
CELL_00468,eNB_0104,Site_9419_Sector_1,SITE_0140,29.884980090921154,-90.66930821847303,Midwest,Urban,LTE,Band 12 (700MHz),High,"CELL_01219,CELL_00950,CELL_01374,CELL_00133,CELL_01311,CELL_00509,CELL_01385",Active
CELL_00469,eNB_0148,Site_2696_Sector_1,SITE_0217,29.688365417892815,-81.24781164263291,Midwest,Highway,LTE,n71 (600MHz),Low,"CELL_00312,CELL_01109,CELL_00932,CELL_00256",Active
CELL_00470,eNB_0188,Site_3000_Sector_2,SITE_0491,41.23298850689214,-100.67561710141246,Southwest,Urban,LTE,n71 (600MHz),High,"CELL_00424,CELL_01430,CELL_00922",Active
CELL_00471,eNB_0165,Site_7580_Sector_2,SITE_0273,33.32131772246726,-109.02243896903714,Midwest,Urban,5G NSA,n41 (2.5GHz),Medium,"CELL_01336,CELL_00658,CELL_00704,CELL_00422,CELL_01191",Active
CELL_00472,eNB_0065,Site_4580_Sector_3,SITE_0503,35.05730141520222,-105.97146531152237,Northeast,Suburban,5G SA,n41 (2.5GHz),Low,"CELL_01461,CELL_01002,CELL_00204,CELL_01303",Active
CELL_00473,eNB_0076,Site_5161_Sector_2,SITE_0212,47.19701169304501,-112.4411943532997,Southeast,Suburban,LTE,n41 (2.5GHz),Medium,"CELL_00576,CELL_01249,CELL_01199,CELL_00223,CELL_01368,CELL_01013,CELL_00549",Active
CELL_00474,eNB_0091,Site_1971_Sector_1,SITE_0202,39.213452354619385,-80.38725506541573,Southwest,Highway,LTE,Band 12 (700MHz),High,"CELL_00363,CELL_00305,CELL_00105,CELL_00582,CELL_00192,CELL_00882,CELL_00180,CELL_00098",Active
CELL_00475,eNB_0032,Site_7795_Sector_3,SITE_0386,47.56421293982178,-118.44708266072887,West,Rural,5G SA,Band 66 (AWS-3),Low,"CELL_00993,CELL_00897,CELL_00771,CELL_00653,CELL_00329,CELL_00891,CELL_00954",Active
CELL_00476,eNB_0106,Site_6282_Sector_3,SITE_0072,45.42942649875255,-115.29745651110669,Northeast,Dense Urban,5G NSA,n71 (600MHz),High,"CELL_00453,CELL_00222,CELL_00658,CELL_01285,CELL_00843,CELL_01349,CELL_00582,CELL_00148",Active
CELL_00477,eNB_0200,Site_4069_Sector_3,SITE_0016,28.767334476557537,-77.52081326703183,Southeast,Highway,LTE,Band 12 (700MHz),Medium,"CELL_00829,CELL_01033,CELL_00296,CELL_01413,CELL_00792,CELL_01325",Active
CELL_00478,eNB_0080,Site_3662_Sector_2,SITE_0428,44.81460875069701,-92.07977838377418,West,Dense Urban,LTE,Band 4 (AWS),Medium,"CELL_00728,CELL_01289,CELL_00623,CELL_00137,CELL_01099,CELL_00725,CELL_00969,CELL_00661",Active
CELL_00479,eNB_0160,Site_4544_Sector_1,SITE_0598,37.4413829267184,-103.29221375882757,Midwest,Urban,LTE,Band 2 (1900MHz),Very High,"CELL_00314,CELL_00956,CELL_00101,CELL_00028,CELL_01155",Active
CELL_00480,eNB_0053,Site_3827_Sector_3,SITE_0040,36.947266967340454,-81.4142371811794,West,Urban,5G NSA,Band 4 (AWS),Very High,"CELL_00402,CELL_00735,CELL_01425,CELL_00953,CELL_01405",Maintenance
CELL_00481,eNB_0122,Site_2487_Sector_3,SITE_0503,39.195072750444396,-72.0121268330438,Pacific,Highway,5G NSA,Band 66 (AWS-3),High,"CELL_01481,CELL_00212,CELL_00407,CELL_00807,CELL_01222,CELL_01267,CELL_00181",Active
CELL_00482,eNB_0200,Site_4201_Sector_3,SITE_0153,44.207446304620134,-81.19744127958994,Southwest,Suburban,5G NSA,Band 4 (AWS),Low,"CELL_00574,CELL_00259,CELL_00411,CELL_00039,CELL_01232",Active
CELL_00483,eNB_0190,Site_1489_Sector_3,SITE_0287,46.33352733010935,-103.40004883364908,Southwest,Dense Urban,5G SA,n41 (2.5GHz),Very High,"CELL_01376,CELL_01078,CELL_00224,CELL_00655,CELL_01499,CELL_00122,CELL_01025,CELL_00618",Active
CELL_00484,eNB_0015,Site_4321_Sector_3,SITE_0316,32.49020728507841,-90.52095382406921,West,Rural,LTE,Band 2 (1900MHz),Low,"CELL_01321,CELL_01221,CELL_01412,CELL_00820",Active
CELL_00485,eNB_0148,Site_8159_Sector_1,SITE_0463,47.96078644822347,-115.57750248070988,Southwest,Suburban,LTE,n41 (2.5GHz),Medium,"CELL_01345,CELL_01115,CELL_00957,CELL_00606,CELL_01156,CELL_00813,CELL_00479",Degraded
CELL_00486,eNB_0025,Site_2896_Sector_2,SITE_0010,45.888058637993595,-73.35041676338433,Southwest,Suburban,5G NSA,n71 (600MHz),Low,"CELL_00090,CELL_00357,CELL_01367,CELL_01289",Active
CELL_00487,eNB_0195,Site_3934_Sector_3,SITE_0178,30.805292779069493,-99.03485838494359,Northeast,Dense Urban,5G NSA,Band 12 (700MHz),Medium,"CELL_00044,CELL_01343,CELL_00280,CELL_00203,CELL_00291,CELL_01395,CELL_00223",Active
CELL_00488,eNB_0185,Site_8777_Sector_1,SITE_0201,44.66731096467113,-78.36897583584762,Midwest,Dense Urban,5G NSA,Band 12 (700MHz),Medium,"CELL_00986,CELL_00947,CELL_00857,CELL_01166,CELL_00502,CELL_00217",Active
CELL_00489,eNB_0010,Site_3542_Sector_2,SITE_0386,27.141504108781472,-116.73743551575231,Pacific,Highway,5G NSA,Band 71 (600MHz),High,"CELL_00124,CELL_01311,CELL_00942,CELL_01190,CELL_00996,CELL_01382,CELL_00007,CELL_00390",Active
CELL_00490,eNB_0186,Site_4542_Sector_2,SITE_0533,30.60249777851743,-85.04271796518879,West,Urban,5G NSA,Band 4 (AWS),High,"CELL_00659,CELL_00672,CELL_01357,CELL_00747",Active
CELL_00491,eNB_0007,Site_6875_Sector_2,SITE_0532,39.37835832156001,-82.0158754084298,Southwest,Urban,LTE,Band 2 (1900MHz),Very High,"CELL_00653,CELL_00956,CELL_00937,CELL_01416,CELL_00430",Active
CELL_00492,eNB_0151,Site_4243_Sector_1,SITE_0159,48.86542743663168,-99.91103329662828,Pacific,Suburban,5G SA,n71 (600MHz),Medium,"CELL_01320,CELL_01055,CELL_01173",Active
CELL_00493,eNB_0024,Site_7102_Sector_3,SITE_0581,29.667542711601534,-105.2920894464285,Northeast,Suburban,LTE,n71 (600MHz),Medium,"CELL_01482,CELL_00530,CELL_00230,CELL_01239,CELL_00703",Active
CELL_00494,eNB_0022,Site_3483_Sector_2,SITE_0039,35.27230613082957,-91.79489891495565,Southwest,Urban,LTE,Band 4 (AWS),High,"CELL_00346,CELL_00659,CELL_00808,CELL_00912,CELL_00817,CELL_00322",Active
CELL_00495,eNB_0097,Site_4695_Sector_2,SITE_0005,43.81290912114936,-97.36112581889894,Southeast,Urban,5G SA,Band 2 (1900MHz),Low,"CELL_00220,CELL_00004,CELL_00815,CELL_00246,CELL_00509,CELL_01101",Active
CELL_00496,eNB_0156,Site_3041_Sector_2,SITE_0155,38.84628730074194,-81.48680767944623,Midwest,Dense Urban,5G SA,Band 71 (600MHz),Very High,"CELL_00525,CELL_01248,CELL_00003,CELL_00137,CELL_01147",Active
CELL_00497,eNB_0144,Site_8396_Sector_1,SITE_0524,33.82780500193709,-84.32626988510326,West,Suburban,LTE,Band 4 (AWS),Medium,"CELL_00984,CELL_00810,CELL_00808,CELL_01255,CELL_01340,CELL_00815",Active
CELL_00498,eNB_0148,Site_9778_Sector_3,SITE_0431,25.608993824174924,-121.24196806931192,Northeast,Rural,5G SA,n41 (2.5GHz),High,"CELL_01135,CELL_00094,CELL_00874,CELL_00593,CELL_01019",Active
CELL_00499,eNB_0199,Site_1836_Sector_1,SITE_0151,32.08860045842462,-111.23317981455189,Southeast,Dense Urban,5G NSA,Band 12 (700MHz),High,"CELL_00586,CELL_00626,CELL_00012,CELL_00792,CELL_01414,CELL_01277",Active
CELL_00500,eNB_0192,Site_5285_Sector_3,SITE_0154,48.57857931637704,-78.17065717622165,West,Urban,5G NSA,Band 66 (AWS-3),Low,"CELL_01375,CELL_00325,CELL_00036",Active
CELL_00501,eNB_0187,Site_9970_Sector_1,SITE_0421,48.21995680075625,-123.26566520883767,Southwest,Rural,5G NSA,Band 71 (600MHz),Medium,"CELL_01142,CELL_01008,CELL_00828,CELL_00446,CELL_00008,CELL_01020,CELL_00617",Active
CELL_00502,eNB_0197,Site_5587_Sector_2,SITE_0170,26.64561893251259,-113.67884099685413,Southwest,Dense Urban,5G SA,n71 (600MHz),High,"CELL_00979,CELL_00486,CELL_01070",Active
CELL_00503,eNB_0077,Site_7616_Sector_3,SITE_0037,34.80416923717995,-73.6972389199348,Northeast,Suburban,LTE,Band 71 (600MHz),High,"CELL_01134,CELL_00747,CELL_01261,CELL_01381",Active
CELL_00504,eNB_0030,Site_6566_Sector_3,SITE_0294,40.6842502622658,-69.27942257714949,Southeast,Dense Urban,5G SA,Band 71 (600MHz),High,"CELL_00688,CELL_00154,CELL_00070,CELL_00368,CELL_00489,CELL_00276,CELL_01320",Active
CELL_00505,eNB_0149,Site_1555_Sector_1,SITE_0096,36.0075623261717,-113.68943031470872,Southeast,Suburban,5G SA,Band 71 (600MHz),High,"CELL_01030,CELL_00930,CELL_01409,CELL_00641,CELL_00726,CELL_01341,CELL_01485",Active
CELL_00506,eNB_0120,Site_5721_Sector_2,SITE_0225,25.414731645603837,-123.04503993748125,Pacific,Urban,LTE,Band 2 (1900MHz),Very High,"CELL_01378,CELL_00729,CELL_01360",Maintenance
CELL_00507,eNB_0004,Site_2872_Sector_1,SITE_0204,34.06900690180078,-74.98946438366416,Southwest,Dense Urban,LTE,Band 12 (700MHz),High,"CELL_01343,CELL_00409,CELL_01268,CELL_01434,CELL_00876",Active
CELL_00508,eNB_0033,Site_1141_Sector_2,SITE_0389,36.021920124110004,-121.99988357724489,Pacific,Rural,LTE,Band 66 (AWS-3),Very High,"CELL_00228,CELL_01372,CELL_00239,CELL_00144,CELL_01445,CELL_01452,CELL_00086",Active
CELL_00509,eNB_0181,Site_2643_Sector_2,SITE_0246,42.84458363835893,-116.05964407552877,Southwest,Rural,LTE,Band 66 (AWS-3),Low,"CELL_00702,CELL_00804,CELL_00787,CELL_00652,CELL_01265,CELL_00559",Active
CELL_00510,eNB_0035,Site_5914_Sector_2,SITE_0316,46.28546150368538,-81.3692739103561,Pacific,Dense Urban,5G NSA,Band 12 (700MHz),High,"CELL_00246,CELL_01374,CELL_00524,CELL_01029",Active
CELL_00511,eNB_0090,Site_4928_Sector_1,SITE_0027,27.49434750987849,-81.57768025817818,Northeast,Urban,LTE,Band 66 (AWS-3),High,"CELL_00631,CELL_01480,CELL_00182,CELL_00164,CELL_00992,CELL_00086,CELL_00345",Degraded
CELL_00512,eNB_0069,Site_2795_Sector_2,SITE_0309,34.657071156531885,-106.16052750784843,Midwest,Highway,5G NSA,Band 71 (600MHz),High,"CELL_00416,CELL_00622,CELL_01198,CELL_00138,CELL_00149,CELL_00044",Active
CELL_00513,eNB_0082,Site_8500_Sector_1,SITE_0594,41.47689738779951,-79.61527176101914,Pacific,Suburban,LTE,n71 (600MHz),Low,"CELL_00607,CELL_00498,CELL_01308,CELL_01255",Active
CELL_00514,eNB_0047,Site_3331_Sector_2,SITE_0484,37.944313253800985,-118.4475944384869,West,Suburban,LTE,Band 66 (AWS-3),Medium,"CELL_01466,CELL_00305,CELL_00109,CELL_01107,CELL_00186",Active
CELL_00515,eNB_0012,Site_8419_Sector_1,SITE_0193,27.84388304446573,-116.16087709781729,Midwest,Dense Urban,5G NSA,Band 2 (1900MHz),Medium,"CELL_00546,CELL_00809,CELL_00651,CELL_00897,CELL_00025,CELL_01045,CELL_00150,CELL_00835",Active
CELL_00516,eNB_0131,Site_7963_Sector_2,SITE_0186,41.089309784606215,-104.26006099453664,Southeast,Dense Urban,5G NSA,n71 (600MHz),Medium,"CELL_00924,CELL_00513,CELL_00466",Active
CELL_00517,eNB_0075,Site_7899_Sector_3,SITE_0517,44.67521391385124,-121.33902735218147,Midwest,Urban,5G NSA,Band 4 (AWS),Very High,"CELL_00849,CELL_01379,CELL_01135",Active
CELL_00518,eNB_0126,Site_7322_Sector_2,SITE_0376,44.71422285050957,-96.45714681702341,Northeast,Highway,LTE,Band 4 (AWS),Very High,"CELL_00139,CELL_01231,CELL_01359,CELL_00008",Active
CELL_00519,eNB_0126,Site_8334_Sector_1,SITE_0502,33.93483238120092,-98.16124406669108,Southwest,Dense Urban,LTE,Band 4 (AWS),Very High,"CELL_00893,CELL_00422,CELL_00671,CELL_00436,CELL_01419",Maintenance
CELL_00520,eNB_0152,Site_7537_Sector_1,SITE_0580,32.287174104694465,-94.24171239196816,Midwest,Urban,5G NSA,Band 71 (600MHz),Medium,"CELL_01021,CELL_00918,CELL_00093,CELL_01462,CELL_00691,CELL_01392,CELL_00205",Active
CELL_00521,eNB_0172,Site_3372_Sector_3,SITE_0168,40.320323262436744,-69.37607355250019,Pacific,Urban,5G NSA,Band 4 (AWS),Medium,"CELL_00778,CELL_00579,CELL_00837,CELL_01016,CELL_00190,CELL_00171",Degraded
CELL_00522,eNB_0082,Site_2840_Sector_3,SITE_0172,29.054585077740178,-68.71158935328718,Southeast,Highway,5G NSA,Band 2 (1900MHz),Medium,"CELL_01297,CELL_01158,CELL_01025,CELL_01107,CELL_01372",Active
CELL_00523,eNB_0192,Site_6016_Sector_1,SITE_0577,27.17992549424298,-93.3293457828739,Southwest,Urban,LTE,Band 4 (AWS),Medium,"CELL_01423,CELL_00569,CELL_00997,CELL_01262",Degraded
CELL_00524,eNB_0197,Site_3092_Sector_1,SITE_0013,31.32524272112213,-105.21078035424206,Northeast,Rural,5G NSA,Band 4 (AWS),Medium,"CELL_01342,CELL_00297,CELL_00826,CELL_00526,CELL_00631,CELL_00521,CELL_00655,CELL_00268",Active
CELL_00525,eNB_0177,Site_7697_Sector_2,SITE_0002,36.20913844720569,-118.69818424844247,Southwest,Dense Urban,LTE,Band 2 (1900MHz),Medium,"CELL_00848,CELL_01353,CELL_00973,CELL_00783,CELL_00636,CELL_00803,CELL_00729,CELL_00313",Maintenance
CELL_00526,eNB_0034,Site_9018_Sector_2,SITE_0014,38.9477223388191,-110.55293375385646,Northeast,Highway,5G NSA,n41 (2.5GHz),High,"CELL_01397,CELL_01443,CELL_00741",Active
CELL_00527,eNB_0018,Site_8238_Sector_3,SITE_0290,35.383648673888864,-101.70788748884623,Southeast,Dense Urban,5G NSA,n71 (600MHz),Medium,"CELL_00760,CELL_00984,CELL_00138",Active
CELL_00528,eNB_0030,Site_3087_Sector_3,SITE_0540,47.92833669410755,-86.59800726276086,Midwest,Dense Urban,5G SA,Band 71 (600MHz),Low,"CELL_00505,CELL_00186,CELL_00194,CELL_00648,CELL_00762,CELL_00139,CELL_00065,CELL_00061",Active
CELL_00529,eNB_0194,Site_7653_Sector_1,SITE_0244,42.28270866486325,-105.60952848110702,Northeast,Suburban,5G NSA,n71 (600MHz),High,"CELL_01453,CELL_00853,CELL_00609,CELL_01432,CELL_01283",Active
CELL_00530,eNB_0075,Site_4267_Sector_3,SITE_0012,34.594711062752744,-68.60581858977005,Southwest,Dense Urban,LTE,n71 (600MHz),Very High,"CELL_00507,CELL_00317,CELL_01081,CELL_01101,CELL_00471,CELL_00734,CELL_01421,CELL_01440",Active
CELL_00531,eNB_0114,Site_5732_Sector_2,SITE_0309,34.76284290291876,-101.8951728285144,Midwest,Highway,LTE,Band 12 (700MHz),High,"CELL_00613,CELL_00785,CELL_00699",Active
CELL_00532,eNB_0001,Site_3050_Sector_1,SITE_0124,30.917022506005743,-121.11276716131626,Northeast,Dense Urban,5G NSA,n71 (600MHz),Medium,"CELL_00870,CELL_00515,CELL_00731,CELL_01044,CELL_00841,CELL_00884,CELL_01153",Maintenance
CELL_00533,eNB_0123,Site_9091_Sector_2,SITE_0570,25.29130523666602,-82.49415352068107,Southwest,Highway,LTE,Band 12 (700MHz),Medium,"CELL_00369,CELL_01338,CELL_01262,CELL_00029,CELL_00323",Active
CELL_00534,eNB_0036,Site_8009_Sector_2,SITE_0431,36.5724628233348,-111.903720440607,Southeast,Highway,5G SA,n71 (600MHz),Medium,"CELL_01035,CELL_00626,CELL_00648,CELL_01327",Active
CELL_00535,eNB_0133,Site_6715_Sector_1,SITE_0589,34.21681001645812,-101.9208484671588,Southwest,Suburban,LTE,n71 (600MHz),Very High,"CELL_01120,CELL_00694,CELL_01448,CELL_00718,CELL_01466,CELL_00679",Active
CELL_00536,eNB_0031,Site_4372_Sector_3,SITE_0211,39.77196888744659,-66.13288954880056,Northeast,Suburban,LTE,Band 71 (600MHz),Very High,"CELL_00809,CELL_00955,CELL_00064,CELL_00863",Active
CELL_00537,eNB_0146,Site_9870_Sector_3,SITE_0393,47.01858149339198,-116.27748123833724,Pacific,Highway,LTE,Band 4 (AWS),High,"CELL_00525,CELL_01208,CELL_00649,CELL_00057",Active
CELL_00538,eNB_0137,Site_6862_Sector_3,SITE_0409,26.62415544327323,-73.1238822328328,Midwest,Urban,LTE,Band 71 (600MHz),High,"CELL_01212,CELL_01099,CELL_00711,CELL_00796,CELL_00522,CELL_00904",Active
CELL_00539,eNB_0019,Site_2911_Sector_2,SITE_0222,41.948670278657964,-80.0941762807176,Southeast,Rural,5G SA,n41 (2.5GHz),Medium,"CELL_00378,CELL_00458,CELL_01004,CELL_00222,CELL_00811,CELL_00625",Active
CELL_00540,eNB_0018,Site_5935_Sector_1,SITE_0229,32.482356820010835,-115.96794135054598,West,Highway,LTE,Band 66 (AWS-3),Medium,"CELL_00623,CELL_00055,CELL_00328",Active
CELL_00541,eNB_0051,Site_9475_Sector_1,SITE_0514,28.218043727883025,-116.95768289474925,Southwest,Rural,LTE,Band 2 (1900MHz),High,"CELL_01119,CELL_01462,CELL_01267,CELL_00333",Active
CELL_00542,eNB_0028,Site_6199_Sector_1,SITE_0249,40.94001265637482,-76.0927918803138,Pacific,Highway,5G SA,Band 66 (AWS-3),Medium,"CELL_01198,CELL_00506,CELL_00416,CELL_00581,CELL_00685,CELL_01111,CELL_00175,CELL_00500",Active
