event_id,@timestamp,imsi,mme_host,cell_id,procedure_type,failure_code,serving_plmn,tracking_area_code,failure_description,signaling_message_type,attach_attempt,handover_attempt,authentication_attempt,source_cell_id,target_cell_id
EVT-00000897,2025-11-12 08:28:42.973878,3102601000000768,mme-05.tmobile.net,CELL-0033,Service Request,S1AP-201,310-800,TAC-6581,Signaling storm detected - invalid subscriber data,Handover Required,False,False,False,None,None
EVT-00000898,2025-11-12 05:19:43.973878,3102601000000602,mme-05.tmobile.net,CELL-0047,Attach,S1AP-201,310-260,TAC-6959,Signaling storm detected - insufficient resources,S1 Setup Request,True,False,False,None,None
EVT-00000899,2025-11-12 07:49:33.973878,3102601000000631,mme-05.tmobile.net,CELL-0010,Attach,NAS-302,310-260,TAC-1434,Resource exhaustion on mme-05.tmobile.net - network congestion,Handover Required,True,False,False,None,None
EVT-00000900,2025-11-12 08:08:18.973878,3102601000000351,mme-05.tmobile.net,CELL-0032,TAU,EMM-003,310-260,TAC-8278,Handover failure from CELL-0032 to CELL-0032 - security check failed,Initial UE Message,False,False,False,None,None
EVT-00000901,2025-11-12 09:01:35.973878,3102601000000612,mme-05.tmobile.net,CELL-0063,Attach,EMM-003,310-260,TAC-4056,Resource exhaustion on mme-05.tmobile.net - signaling timeout,Downlink NAS Transport,True,False,False,None,None
EVT-00000902,2025-11-12 07:47:46.973878,3102601000000727,mme-05.tmobile.net,CELL-0007,Service Request,S1AP-201,310-260,TAC-1664,TAU rejected - authentication timeout,Attach Accept,False,False,False,None,None
EVT-00000903,2025-11-12 07:12:39.973878,3102601000000553,mme-05.tmobile.net,CELL-0078,Attach,S1AP-201,310-490,TAC-4494,Bearer modification rejected - software bug,Authentication Request,True,False,False,None,None
EVT-00000904,2025-11-12 06:04:25.973878,3102601000000631,mme-05.tmobile.net,CELL-0063,TAU,EMM-003,310-260,TAC-5217,Bearer modification rejected - cell overload,Initial UE Message,False,False,False,None,None
EVT-00000905,2025-11-12 08:40:30.973878,3102601000000438,mme-05.tmobile.net,CELL-0067,TAU,NAS-302,310-260,TAC-8426,PDN connectivity failure - database corruption,Uplink NAS Transport,False,False,False,None,None
EVT-00000906,2025-11-12 07:48:52.973878,3102601000000374,mme-05.tmobile.net,CELL-0063,Service Request,NAS-302,310-260,TAC-8498,Bearer modification rejected - invalid subscriber data,TAU Accept,False,False,False,None,None
EVT-00000907,2025-11-12 05:32:41.973878,3102601000000604,mme-05.tmobile.net,CELL-0024,TAU,NAS-302,310-260,TAC-1449,Handover failure from CELL-0024 to CELL-0024 - roaming restriction,Uplink NAS Transport,False,False,False,None,None
EVT-00000908,2025-11-12 07:53:32.973878,3102601000000460,mme-05.tmobile.net,CELL-0010,TAU,NAS-302,310-490,TAC-9198,Attach rejected due to database corruption on MME mme-05.tmobile.net,Attach Accept,False,False,False,None,None
EVT-00000909,2025-11-12 08:58:07.973878,3102601000000166,mme-05.tmobile.net,CELL-0024,Service Request,S1AP-201,310-260,TAC-6146,Resource exhaustion on mme-05.tmobile.net - roaming restriction,Attach Accept,False,False,False,None,None
EVT-00000910,2025-11-12 08:00:08.973878,3102601000000759,mme-05.tmobile.net,CELL-0067,TAU,S1AP-201,310-260,TAC-8089,HSS unreachable during TAU - database sync issue,Initial UE Message,False,False,False,None,None
EVT-00000911,2025-11-12 06:38:18.973878,3102601000000435,mme-05.tmobile.net,CELL-0063,TAU,EMM-003,310-260,TAC-2773,Attach rejected due to database corruption on MME mme-05.tmobile.net,Handover Required,False,False,False,None,None
EVT-00000912,2025-11-12 08:34:28.973878,3102601000000742,mme-05.tmobile.net,CELL-0024,TAU,NAS-302,310-260,TAC-5447,Authentication failure for subscriber - authentication timeout,Initial UE Message,False,False,False,None,None
EVT-00000913,2025-11-12 07:42:57.973878,3102601000000164,mme-05.tmobile.net,CELL-0013,Attach,S1AP-201,310-260,TAC-8142,Attach rejected due to insufficient resources on MME mme-05.tmobile.net,Authentication Request,True,False,False,None,None
EVT-00000914,2025-11-12 06:52:38.973878,3102601000000646,mme-05.tmobile.net,CELL-0067,TAU,S1AP-201,310-260,TAC-2489,Signaling storm detected - roaming restriction,S1 Setup Request,False,False,False,None,None
EVT-00000915,2025-11-12 08:21:42.973878,3102601000000112,mme-05.tmobile.net,CELL-0033,Attach,S1AP-201,310-260,TAC-2459,TAU rejected - cell overload,Authentication Request,True,False,False,None,None
EVT-00000916,2025-11-12 06:36:29.973878,3102601000000555,mme-05.tmobile.net,CELL-0047,TAU,EMM-003,310-260,TAC-7445,Service request timeout - authentication timeout,Uplink NAS Transport,False,False,False,None,None
EVT-00000917,2025-11-12 06:45:47.973878,3102601000000630,mme-05.tmobile.net,CELL-0025,Attach,S1AP-201,310-260,TAC-8850,Attach rejected due to database corruption on MME mme-05.tmobile.net,Uplink NAS Transport,True,False,False,None,None
EVT-00000918,2025-11-12 05:23:07.973878,3102601000000259,mme-05.tmobile.net,CELL-0047,TAU,S1AP-201,310-260,TAC-4328,TAU rejected - cell overload,Path Switch Request,False,False,False,None,None
EVT-00000919,2025-11-12 08:23:42.973878,3102601000000612,mme-05.tmobile.net,CELL-0047,TAU,S1AP-201,310-260,TAC-7867,PDN connectivity failure - roaming restriction,S1 Setup Request,False,False,False,None,None
EVT-00000920,2025-11-12 08:42:01.973878,3102601000000693,mme-05.tmobile.net,CELL-0067,TAU,EMM-003,310-490,TAC-2107,Bearer modification rejected - cell overload,Path Switch Request,False,False,False,None,None
EVT-00000921,2025-11-12 07:15:01.973878,3102601000000607,mme-05.tmobile.net,CELL-0078,Attach,NAS-302,310-260,TAC-7651,Bearer modification rejected - signaling timeout,Uplink NAS Transport,True,False,False,None,None
EVT-00000922,2025-11-12 07:10:30.973878,3102601000000727,mme-05.tmobile.net,CELL-0022,Attach,EMM-003,310-260,TAC-4986,HSS unreachable during Attach - database sync issue,S1 Setup Request,True,False,False,None,None
EVT-00000923,2025-11-12 06:09:47.973878,3102601000000492,mme-05.tmobile.net,CELL-0078,TAU,S1AP-201,310-260,TAC-5922,PDN connectivity failure - signaling timeout,Uplink NAS Transport,False,False,False,None,None
EVT-00000924,2025-11-12 08:03:50.973878,3102601000000469,mme-05.tmobile.net,CELL-0067,Service Request,EMM-003,310-800,TAC-5188,TAU rejected - cell overload,Path Switch Request,False,False,False,None,None
EVT-00000925,2025-11-12 07:50:33.973878,3102601000000554,mme-05.tmobile.net,CELL-0069,TAU,EMM-003,310-260,TAC-3266,TAU rejected - insufficient resources,Uplink NAS Transport,False,False,False,None,None
EVT-00000926,2025-11-12 05:32:39.973878,3102601000000478,mme-05.tmobile.net,CELL-0047,TAU,S1AP-201,310-260,TAC-2209,TAU rejected - invalid subscriber data,Downlink NAS Transport,False,False,False,None,None
EVT-00000927,2025-11-12 07:24:19.973878,3102601000000649,mme-05.tmobile.net,CELL-0063,Service Request,NAS-302,310-260,TAC-5241,Service request timeout - network congestion,TAU Accept,False,False,False,None,None
EVT-00000928,2025-11-12 07:47:59.973878,3102601000000378,mme-05.tmobile.net,CELL-0022,Service Request,NAS-302,310-260,TAC-3666,Authentication failure for subscriber - cell overload,Attach Accept,False,False,False,None,None
EVT-00000929,2025-11-12 09:11:37.973878,3102601000000486,mme-05.tmobile.net,CELL-0052,Service Request,NAS-302,310-260,TAC-4839,HSS unreachable during Service Request - database sync issue,TAU Accept,False,False,False,None,None
EVT-00000930,2025-11-12 08:20:06.973878,3102601000000531,mme-05.tmobile.net,CELL-0001,TAU,NAS-302,310-800,TAC-6629,Service request timeout - insufficient resources,Downlink NAS Transport,False,False,False,None,None
EVT-00000931,2025-11-12 08:21:21.973878,3102601000000621,mme-05.tmobile.net,CELL-0063,TAU,NAS-302,310-260,TAC-1672,Authentication failure for subscriber - cell overload,Uplink NAS Transport,False,False,False,None,None
EVT-00000932,2025-11-12 08:34:13.973878,3102601000000390,mme-05.tmobile.net,CELL-0078,TAU,S1AP-201,310-490,TAC-3922,TAU rejected - hardware failure,Uplink NAS Transport,False,False,False,None,None
EVT-00000933,2025-08-22 14:29:23.973878,3102601000000347,mme-01.tmobile.net,CELL-0023,TAU,NAS-302,310-260,TAC-4289,PDN connectivity failure - software bug,TAU Accept,False,False,False,None,None
EVT-00000934,2025-08-22 13:44:22.973878,3102601000000638,mme-01.tmobile.net,CELL-0028,Service Request,NAS-302,310-800,TAC-6869,Signaling storm detected - insufficient resources,Authentication Request,False,False,False,None,None
EVT-00000935,2025-08-22 13:27:43.973878,3102601000000248,mme-01.tmobile.net,CELL-0008,TAU,S1AP-201,310-260,TAC-5359,Bearer modification rejected - insufficient resources,S1 Setup Request,False,False,False,None,None
EVT-00000936,2025-08-22 13:46:01.973878,3102601000000524,mme-01.tmobile.net,CELL-0024,Attach,S1AP-201,310-260,TAC-1025,Bearer modification rejected - hardware failure,Authentication Request,True,False,False,None,None
EVT-00000937,2025-08-22 13:18:19.973878,3102601000000253,mme-01.tmobile.net,CELL-0055,Attach,S1AP-201,310-260,TAC-2840,Handover failure from CELL-0055 to CELL-0055 - security check failed,Initial UE Message,True,False,False,None,None
EVT-00000938,2025-08-22 14:41:52.973878,3102601000000431,mme-01.tmobile.net,CELL-0046,TAU,NAS-302,310-260,TAC-9255,Bearer modification rejected - insufficient resources,TAU Accept,False,False,False,None,None
EVT-00000939,2025-08-22 13:45:13.973878,3102601000000379,mme-01.tmobile.net,CELL-0046,TAU,S1AP-201,310-260,TAC-6688,Service request timeout - roaming restriction,Authentication Request,False,False,False,None,None
EVT-00000940,2025-08-22 14:30:59.973878,3102601000000470,mme-01.tmobile.net,CELL-0062,TAU,S1AP-201,310-490,TAC-2543,Handover failure from CELL-0062 to CELL-0062 - insufficient resources,S1 Setup Request,False,False,False,None,None
EVT-00000941,2025-08-22 13:32:30.973878,3102601000000599,mme-01.tmobile.net,CELL-0057,TAU,S1AP-201,310-800,TAC-2126,Handover failure from CELL-0057 to CELL-0057 - roaming restriction,S1 Setup Request,False,False,False,None,None
EVT-00000942,2025-08-22 14:21:38.973878,3102601000000047,mme-01.tmobile.net,CELL-0062,TAU,EMM-003,310-260,TAC-5561,Handover failure from CELL-0062 to CELL-0062 - cell overload,Path Switch Request,False,False,False,None,None
EVT-00000943,2025-08-22 13:47:08.973878,3102601000000590,mme-01.tmobile.net,CELL-0062,TAU,S1AP-201,310-260,TAC-4094,Bearer modification rejected - database corruption,TAU Accept,False,False,False,None,None
EVT-00000944,2025-08-22 14:04:53.973878,3102601000000606,mme-01.tmobile.net,CELL-0036,TAU,S1AP-201,310-260,TAC-7406,Signaling storm detected - security check failed,Handover Required,False,False,False,None,None
EVT-00000945,2025-08-22 13:43:09.973878,3102601000000054,mme-01.tmobile.net,CELL-0036,Service Request,S1AP-201,310-260,TAC-8761,Service request timeout - roaming restriction,Path Switch Request,False,False,False,None,None
EVT-00000946,2025-08-22 14:47:34.973878,3102601000000637,mme-01.tmobile.net,CELL-0057,TAU,S1AP-201,310-260,TAC-6482,HSS unreachable during TAU - database sync issue,Uplink NAS Transport,False,False,False,None,None
EVT-00000947,2025-08-22 13:39:12.973878,3102601000000659,mme-01.tmobile.net,CELL-0050,TAU,S1AP-201,310-800,TAC-7617,Service request timeout - roaming restriction,S1 Setup Request,False,False,False,None,None
EVT-00000948,2025-08-22 12:55:06.973878,3102601000000798,mme-01.tmobile.net,CELL-0046,TAU,S1AP-201,310-800,TAC-6469,HSS unreachable during TAU - database sync issue,Initial UE Message,False,False,False,None,None
EVT-00000949,2025-08-22 14:43:52.973878,3102601000000093,mme-01.tmobile.net,CELL-0008,Attach,NAS-302,310-490,TAC-4388,Signaling storm detected - roaming restriction,Attach Accept,True,False,False,None,None
EVT-00000950,2025-08-22 13:21:11.973878,3102601000000747,mme-01.tmobile.net,CELL-0023,Service Request,S1AP-201,310-260,TAC-5007,Attach rejected due to insufficient resources on MME mme-01.tmobile.net,Attach Accept,False,False,False,None,None
EVT-00000951,2025-08-22 14:37:44.973878,3102601000000751,mme-01.tmobile.net,CELL-0067,TAU,NAS-302,310-260,TAC-4077,TAU rejected - software bug,Initial UE Message,False,False,False,None,None
EVT-00000952,2025-08-22 14:43:05.973878,3102601000000681,mme-01.tmobile.net,CELL-0045,TAU,NAS-302,310-800,TAC-7203,Service request timeout - authentication timeout,Downlink NAS Transport,False,False,False,None,None
EVT-00000953,2025-08-22 14:46:40.973878,3102601000000011,mme-01.tmobile.net,CELL-0015,TAU,NAS-302,310-260,TAC-1255,Handover failure from CELL-0015 to CELL-0015 - HSS sync failure,Attach Accept,False,False,False,None,None
EVT-00000954,2025-08-22 14:05:17.973878,3102601000000475,mme-01.tmobile.net,CELL-0025,TAU,S1AP-201,310-260,TAC-5298,TAU rejected - database corruption,Downlink NAS Transport,False,False,False,None,None
EVT-00000955,2025-08-22 14:42:33.973878,3102601000000733,mme-01.tmobile.net,CELL-0055,TAU,S1AP-201,310-260,TAC-5458,Handover failure from CELL-0055 to CELL-0055 - insufficient resources,Authentication Request,False,False,False,None,None
EVT-00000956,2025-08-22 14:20:24.973878,3102601000000119,mme-01.tmobile.net,CELL-0050,Attach,S1AP-201,310-490,TAC-4366,Signaling storm detected - software bug,S1 Setup Request,True,False,False,None,None
EVT-00000957,2025-08-22 14:49:06.973878,3102601000000678,mme-01.tmobile.net,CELL-0067,Service Request,NAS-302,310-490,TAC-4651,PDN connectivity failure - database corruption,TAU Accept,False,False,False,None,None
EVT-00000958,2025-08-22 14:07:19.973878,3102601000000599,mme-01.tmobile.net,CELL-0045,Attach,EMM-003,310-260,TAC-3888,Bearer modification rejected - signaling timeout,Path Switch Request,True,False,False,None,None
EVT-00000959,2025-08-22 14:49:42.973878,3102601000000554,mme-01.tmobile.net,CELL-0067,Service Request,NAS-302,310-260,TAC-6792,HSS unreachable during Service Request - database sync issue,Uplink NAS Transport,False,False,False,None,None
EVT-00000960,2025-08-22 13:07:19.973878,3102601000000338,mme-01.tmobile.net,CELL-0008,Attach,NAS-302,310-260,TAC-6441,PDN connectivity failure - authentication timeout,Downlink NAS Transport,True,False,False,None,None
EVT-00000961,2025-08-22 13:07:15.973878,3102601000000248,mme-01.tmobile.net,CELL-0057,TAU,NAS-302,310-260,TAC-4543,Authentication failure for subscriber - network congestion,Authentication Request,False,False,False,None,None
EVT-00000962,2025-08-22 13:06:10.973878,3102601000000364,mme-01.tmobile.net,CELL-0067,TAU,NAS-302,310-800,TAC-7911,Resource exhaustion on mme-01.tmobile.net - database corruption,Authentication Request,False,False,False,None,None
EVT-00000963,2025-08-22 13:32:34.973878,3102601000000344,mme-01.tmobile.net,CELL-0062,Service Request,EMM-003,310-490,TAC-4179,Handover failure from CELL-0062 to CELL-0062 - cell overload,Authentication Request,False,False,False,None,None
EVT-00000964,2025-08-22 14:24:46.973878,3102601000000304,mme-01.tmobile.net,CELL-0024,Service Request,S1AP-201,310-260,TAC-6970,TAU rejected - hardware failure,Authentication Request,False,False,False,None,None
EVT-00000965,2025-08-22 12:53:11.973878,3102601000000733,mme-01.tmobile.net,CELL-0032,Attach,S1AP-201,310-260,TAC-4625,TAU rejected - network congestion,Initial UE Message,True,False,False,None,None
EVT-00000966,2025-08-22 13:42:52.973878,3102601000000304,mme-01.tmobile.net,CELL-0023,TAU,S1AP-201,310-490,TAC-9074,Service request timeout - roaming restriction,Authentication Request,False,False,False,None,None
EVT-00000967,2025-08-22 13:35:47.973878,3102601000000460,mme-01.tmobile.net,CELL-0067,TAU,S1AP-201,310-260,TAC-5898,TAU rejected - roaming restriction,Downlink NAS Transport,False,False,False,None,None
EVT-00000968,2025-08-22 13:21:22.973878,3102601000000344,mme-01.tmobile.net,CELL-0032,Attach,S1AP-201,310-260,TAC-3779,Authentication failure for subscriber - invalid subscriber data,Path Switch Request,True,False,False,None,None
EVT-00000969,2025-08-22 14:32:04.973878,3102601000000154,mme-01.tmobile.net,CELL-0025,TAU,S1AP-201,310-260,TAC-9461,HSS unreachable during TAU - database sync issue,Attach Accept,False,False,False,None,None
EVT-00000970,2025-08-22 13:52:54.973878,3102601000000680,mme-01.tmobile.net,CELL-0036,Attach,S1AP-201,310-260,TAC-2601,Service request timeout - invalid subscriber data,Path Switch Request,True,False,False,None,None
EVT-00000971,2025-08-22 14:47:54.973878,3102601000000497,mme-01.tmobile.net,CELL-0046,Attach,S1AP-201,310-490,TAC-8000,TAU rejected - database corruption,Handover Required,True,False,False,None,None
EVT-00000972,2025-08-22 13:38:46.973878,3102601000000154,mme-01.tmobile.net,CELL-0045,Service Request,S1AP-201,310-260,TAC-3097,Attach rejected due to hardware failure on MME mme-01.tmobile.net,Attach Accept,False,False,False,None,None
EVT-00000973,2025-08-22 14:02:32.973878,3102601000000119,mme-01.tmobile.net,CELL-0023,Attach,S1AP-201,310-260,TAC-4460,Resource exhaustion on mme-01.tmobile.net - software bug,Uplink NAS Transport,True,False,False,None,None
EVT-00000974,2025-08-22 13:37:47.973878,3102601000000554,mme-01.tmobile.net,CELL-0055,TAU,S1AP-201,310-260,TAC-2205,Signaling storm detected - signaling timeout,S1 Setup Request,False,False,False,None,None
EVT-00000975,2025-08-22 13:53:45.973878,3102601000000093,mme-01.tmobile.net,CELL-0015,Service Request,EMM-003,310-260,TAC-6187,Signaling storm detected - HSS sync failure,S1 Setup Request,False,False,False,None,None
EVT-00000976,2025-08-22 13:16:00.973878,3102601000000747,mme-01.tmobile.net,CELL-0055,TAU,S1AP-201,310-260,TAC-4264,Service request timeout - hardware failure,Initial UE Message,False,False,False,None,None
