recommendation_id,user_id,content_id,explanation_text,reasoning_factors,similarity_score,preference_match_themes,created_at
REC-00000375,USER-0001279,CONTENT-001760,Recommended because you enjoyed similar Time travel themes in Adventure content,"Narrative complexity,Trending content,Highly rated",0.6987764911727656,"Class struggle,Love triangle",2025-11-11 09:31:48.783598
REC-00000376,USER-0004557,CONTENT-001809,Matches your preference for Dark storytelling with Complex plots,"Theme similarity,Director preference,Narrative complexity,Trending content",0.8802853213950064,"Love triangle,Historical drama",2025-11-11 09:36:48.783598
REC-00000377,USER-0002052,CONTENT-000988,Matches your preference for Whimsical storytelling with Very Complex plots,"Cast preference,Highly rated,Theme similarity,New release",0.8142261475656868,"Generational conflict,Historical drama,Class struggle",2025-11-11 09:41:48.783598
REC-00000378,USER-0004926,CONTENT-001087,Based on your preference for Intense tone and Complex narrative complexity,"Tone preference,Trending content,Genre match,Popular with similar users",0.7730395820496919,"Survival,Good vs evil",2025-11-11 09:46:48.783598
REC-00000379,USER-0001420,CONTENT-000286,Based on your preference for Dark tone and Complex narrative complexity,"Genre match,Director preference",0.8536048737076958,"Time travel,Addiction recovery",2025-11-11 09:51:48.783598
REC-00000380,USER-0003995,CONTENT-000550,Based on your preference for Serious tone and Very Complex narrative complexity,"Cast preference,New release",0.7067468532012405,"Social justice,Generational conflict,Mental health",2025-11-11 09:56:48.783598
REC-00000381,USER-0001723,CONTENT-001020,Based on your preference for Gritty tone and Very Complex narrative complexity,"Tone preference,Completion rate,Popular with similar users",0.9381299536687437,"Mental health,Friendship bonds",2025-11-11 10:01:48.783598
REC-00000382,USER-0004760,CONTENT-000095,Similar to content you've watched with Parallel universes themes,"New release,Genre match",0.8417112287470382,"Friendship bonds,Good vs evil",2025-11-11 10:06:48.783598
REC-00000383,USER-0003038,CONTENT-001961,Popular among viewers who share your interest in SciFi and Mental health,"Genre match,Highly rated,Tone preference",0.9743863164549921,"Artificial intelligence,Identity crisis,Revenge quest",2025-11-11 10:11:48.783598
REC-00000384,USER-0001708,CONTENT-001532,Matches your preference for Light storytelling with Very Complex plots,"Completion rate,Narrative complexity",0.9207409413433773,"Survival,Coming of age,Betrayal",2025-11-11 10:16:48.783598
REC-00000385,USER-0000041,CONTENT-000524,Recommended because you enjoyed similar Parallel universes themes in Action content,"Theme similarity,Tone preference",0.8948153200235089,"Survival,Love triangle",2025-11-11 10:21:48.783598
REC-00000386,USER-0000893,CONTENT-000185,Popular among viewers who share your interest in Drama and Time travel,"New release,Highly rated",0.695531277476891,"Redemption arc,Moral ambiguity",2025-11-11 10:26:48.783598
REC-00000387,USER-0002930,CONTENT-000740,Matches your preference for Serious storytelling with Complex plots,"Similar viewing history,Cast preference,New release",0.9739055853574297,"Revenge quest,Identity crisis,Time travel",2025-11-11 10:31:48.783598
REC-00000388,USER-0002999,CONTENT-000019,Popular among viewers who share your interest in Action and Love triangle,"Highly rated,Popular with similar users,Theme similarity,Completion rate",0.6989505552520572,"Identity crisis,Political power",2025-11-11 10:36:48.783598
REC-00000389,USER-0004041,CONTENT-001005,Based on your preference for Light tone and Moderate narrative complexity,"Highly rated,Similar viewing history,Completion rate,Director preference",0.7601892377058388,"Coming of age,Historical drama",2025-11-11 10:41:48.783598
REC-00000390,USER-0004002,CONTENT-000734,Similar to content you've watched with Family dynamics themes,"New release,Genre match,Director preference,Highly rated",0.9471426234357796,"Artificial intelligence,Historical drama,Generational conflict",2025-11-11 10:46:48.783598
REC-00000391,USER-0000607,CONTENT-000723,Popular among viewers who share your interest in Fantasy and Generational conflict,"Director preference,Similar viewing history,Tone preference,New release",0.8330965387244043,"Political power,Artificial intelligence",2025-11-11 10:51:48.783598
REC-00000392,USER-0004765,CONTENT-000466,Similar to content you've watched with Love triangle themes,"Narrative complexity,Popular with similar users,Completion rate",0.7091897464893716,"Moral ambiguity,Mental health",2025-11-11 10:56:48.783598
REC-00000393,USER-0002133,CONTENT-000337,Recommended because you enjoyed similar Social justice themes in Horror content,"Genre match,Similar viewing history",0.6580976634520467,"Survival,Coming of age,Family dynamics",2025-11-11 11:01:48.783598
REC-00000394,USER-0004661,CONTENT-000818,Similar to content you've watched with Identity crisis themes,"Genre match,Narrative complexity,Highly rated",0.816681866110118,"Parallel universes,Good vs evil",2025-11-11 11:06:48.783598
REC-00000395,USER-0001052,CONTENT-001207,Recommended because you enjoyed similar Love triangle themes in SciFi content,"Cast preference,Highly rated,Genre match",0.7971019669619301,"Post-apocalyptic,Artificial intelligence",2025-11-11 11:11:48.783598
REC-00000396,USER-0002565,CONTENT-000129,Based on your preference for Light tone and Very Complex narrative complexity,"Completion rate,Popular with similar users,Narrative complexity,Tone preference",0.8936680910039442,"Post-apocalyptic,Political power",2025-11-11 11:16:48.783598
REC-00000397,USER-0004470,CONTENT-001034,Popular among viewers who share your interest in Mystery and Social justice,"New release,Similar viewing history",0.7203071364723724,"Identity crisis,Addiction recovery",2025-11-11 11:21:48.783598
REC-00000398,USER-0000342,CONTENT-000159,Popular among viewers who share your interest in Thriller and Revenge quest,"Director preference,Cast preference,Similar viewing history",0.9113822211506543,"Addiction recovery,Family dynamics",2025-11-11 11:26:48.783598
REC-00000399,USER-0002485,CONTENT-001175,Matches your preference for Whimsical storytelling with Very Complex plots,"Genre match,Narrative complexity,Highly rated,Completion rate",0.7983599740574316,"Post-apocalyptic,Social justice,Corporate intrigue",2025-11-11 11:31:48.783598
REC-00000400,USER-0000585,CONTENT-001698,Based on your preference for Uplifting tone and Simple narrative complexity,"Completion rate,Trending content",0.7922280609881512,"Love triangle,Redemption arc",2025-11-11 11:36:48.783598
REC-00000401,USER-0000520,CONTENT-001752,Popular among viewers who share your interest in Action and Historical drama,"Theme similarity,Director preference",0.7616235184349751,"Redemption arc,Revenge quest,Corporate intrigue",2025-11-11 11:41:48.783598
REC-00000402,USER-0002286,CONTENT-001030,Popular among viewers who share your interest in Adventure and Friendship bonds,"Tone preference,Cast preference",0.8421704803471641,"Moral ambiguity,Generational conflict,Family dynamics",2025-11-11 11:46:48.783598
REC-00000403,USER-0004300,CONTENT-000126,Recommended because you enjoyed similar Corporate intrigue themes in Family content,"Popular with similar users,Director preference,Cast preference",0.7234154198730299,"Social justice,Revenge quest",2025-11-11 11:51:48.783598
REC-00000404,USER-0004625,CONTENT-001711,Similar to content you've watched with Artificial intelligence themes,"New release,Director preference,Trending content,Theme similarity",0.7053009274052506,"Time travel,Corporate intrigue,Class struggle",2025-11-11 11:56:48.783598
REC-00000405,USER-0002804,CONTENT-001512,Recommended because you enjoyed similar Post-apocalyptic themes in Documentary content,"Genre match,Theme similarity",0.7971376569667011,"Mental health,Addiction recovery",2025-11-11 12:01:48.783598
REC-00000406,USER-0001634,CONTENT-000467,Based on your preference for Light tone and Simple narrative complexity,"Tone preference,Completion rate,Popular with similar users,Trending content",0.7916407476465811,"Identity crisis,Time travel",2025-11-11 12:06:48.783598
REC-00000407,USER-0000584,CONTENT-000600,Based on your preference for Uplifting tone and Very Complex narrative complexity,"Tone preference,New release,Theme similarity,Director preference",0.6631288828039357,"Addiction recovery,Betrayal,Corporate intrigue",2025-11-11 12:11:48.783598
REC-00000408,USER-0004138,CONTENT-001948,Similar to content you've watched with Historical drama themes,"Popular with similar users,Highly rated,New release,Narrative complexity",0.6593681534878643,"Addiction recovery,Moral ambiguity",2025-11-11 12:16:48.783598
REC-00000409,USER-0001633,CONTENT-000083,Recommended because you enjoyed similar Time travel themes in Fantasy content,"Theme similarity,Trending content",0.799657236151185,"Parallel universes,Moral ambiguity",2025-11-11 12:21:48.783598
REC-00000410,USER-0004797,CONTENT-000041,Recommended because you enjoyed similar Artificial intelligence themes in Crime content,"Highly rated,Cast preference",0.7391847296330906,"Revenge quest,Love triangle",2025-11-11 12:26:48.783598
REC-00000411,USER-0004541,CONTENT-000574,Based on your preference for Dark tone and Very Complex narrative complexity,"Genre match,New release",0.7723381362874092,"Political power,Corporate intrigue,Friendship bonds",2025-11-11 12:31:48.783598
REC-00000412,USER-0002477,CONTENT-001798,Popular among viewers who share your interest in Documentary and Generational conflict,"Cast preference,Narrative complexity,Director preference,Popular with similar users",0.8680269425152717,"Family dynamics,Parallel universes",2025-11-11 12:36:48.783598
REC-00000413,USER-0000329,CONTENT-001761,Recommended because you enjoyed similar Moral ambiguity themes in Comedy content,"Completion rate,New release,Popular with similar users,Genre match",0.6698017602049109,"Addiction recovery,Good vs evil",2025-11-11 12:41:48.783598
REC-00000414,USER-0000610,CONTENT-000364,Based on your preference for Whimsical tone and Very Complex narrative complexity,"Completion rate,Genre match",0.7047243408362284,"Addiction recovery,Time travel,Class struggle",2025-11-11 12:46:48.783598
REC-00000415,USER-0004437,CONTENT-000936,Based on your preference for Gritty tone and Moderate narrative complexity,"New release,Popular with similar users",0.8251225944508214,"Betrayal,Addiction recovery",2025-11-11 12:51:48.783598
REC-00000416,USER-0004026,CONTENT-001561,Matches your preference for Serious storytelling with Moderate plots,"Similar viewing history,Narrative complexity,Tone preference,Theme similarity",0.9139104639689121,"Artificial intelligence,Generational conflict,Coming of age",2025-11-11 12:56:48.783598
REC-00000417,USER-0003588,CONTENT-000320,Matches your preference for Gritty storytelling with Simple plots,"Similar viewing history,Trending content,Cast preference",0.6590802816314487,"Betrayal,Parallel universes,Post-apocalyptic",2025-11-11 13:01:48.783598
REC-00000418,USER-0002115,CONTENT-000773,Based on your preference for Serious tone and Complex narrative complexity,"Completion rate,Similar viewing history,Theme similarity,Narrative complexity",0.8393214507255676,"Moral ambiguity,Friendship bonds",2025-11-11 13:06:48.783598
REC-00000419,USER-0000348,CONTENT-001306,Matches your preference for Serious storytelling with Very Complex plots,"Trending content,Similar viewing history,Genre match",0.6588203850544934,"Family dynamics,Coming of age",2025-11-11 13:11:48.783598
REC-00000420,USER-0000075,CONTENT-001744,Matches your preference for Dark storytelling with Complex plots,"Trending content,Narrative complexity",0.6927418619986173,"Friendship bonds,Revenge quest",2025-11-11 13:16:48.783598
REC-00000421,USER-0000369,CONTENT-000241,Matches your preference for Uplifting storytelling with Very Complex plots,"Narrative complexity,Tone preference",0.845968047463459,"Identity crisis,Revenge quest",2025-11-11 13:21:48.783598
REC-00000422,USER-0002900,CONTENT-001567,Matches your preference for Dark storytelling with Simple plots,"Narrative complexity,Genre match",0.9050541474548909,"Moral ambiguity,Class struggle",2025-11-11 13:26:48.783598
REC-00000423,USER-0000118,CONTENT-001141,Popular among viewers who share your interest in Romance and Love triangle,"Completion rate,Highly rated",0.6566032015259887,"Betrayal,Redemption arc,Family dynamics",2025-11-11 13:31:48.783598
