metric_id,@timestamp,network.cell.id,network.cell.prb_utilization_dl_pct,network.cell.prb_utilization_ul_pct,kpi.call_drop_rate,kpi.call_success_rate,network.procedure.success_rate,network.handover.success_rate,network.rrc.connection_success_rate,network.cell.active_subscribers,network.transport.latency_ms,network.transport.packet_loss_pct,capacity.busy_hour.prb_utilization_p95,network.cell.availability_pct
MET-0000000556,2025-11-07 00:19:00.424718,CELL-00007,26.34,37.47,0.77,96.08,96.37,94.98,98.66,602,7.85,1.0,87.63,99.144
MET-0000000557,2025-11-07 00:24:00.424718,CELL-00036,32.81,58.6,0.398,99.01,97.83,93.45,96.93,407,28.51,1.648,69.88,99.125
MET-0000000558,2025-11-07 00:29:00.424718,CELL-00131,48.77,57.94,3.377,99.46,98.1,96.85,98.57,284,10.86,1.613,63.52,99.049
MET-0000000559,2025-11-07 00:34:00.424718,CELL-00121,67.51,30.23,1.828,97.56,98.95,95.47,98.27,230,20.71,1.98,96.95,99.411
MET-0000000560,2025-11-07 00:39:00.424718,CELL-00021,30.53,41.42,0.601,99.41,97.05,95.62,97.14,452,21.73,0.951,96.98,99.68
MET-0000000561,2025-11-07 00:44:00.424718,CELL-00087,74.98,60.19,3.324,96.48,96.5,98.7,98.45,554,14.98,0.583,89.61,99.681
MET-0000000562,2025-11-07 00:49:00.424718,CELL-00055,54.5,21.7,2.377,96.1,94.68,95.04,95.31,499,40.15,0.763,66.52,99.001
MET-0000000563,2025-11-07 00:54:00.424718,CELL-00058,91.9,21.73,2.228,99.14,98.36,97.66,98.05,481,31.51,1.157,68.5,99.959
MET-0000000564,2025-11-07 00:59:00.424718,CELL-00006,92.33,43.85,1.327,97.56,95.29,92.81,99.14,430,17.77,1.337,85.94,99.305
MET-0000000565,2025-11-07 01:04:00.424718,CELL-00081,31.13,55.48,0.152,97.86,94.09,92.62,95.95,170,42.2,1.542,62.51,99.09
MET-0000000566,2025-11-07 01:09:00.424718,CELL-00040,31.08,26.97,0.268,98.63,97.05,97.08,99.18,143,49.65,1.31,71.25,99.457
MET-0000000567,2025-11-07 01:14:00.424718,CELL-00066,69.01,66.89,0.711,98.98,96.6,95.34,96.99,497,36.01,0.034,62.19,99.613
MET-0000000568,2025-11-07 01:19:00.424718,CELL-00094,27.16,49.16,0.205,95.39,97.37,95.0,97.88,650,37.66,0.042,85.32,99.811
MET-0000000569,2025-11-07 01:24:00.424718,CELL-00076,83.7,77.47,2.885,99.71,98.58,98.15,98.76,135,14.52,0.319,71.71,99.132
MET-0000000570,2025-11-07 01:29:00.424718,CELL-00113,60.33,21.05,0.873,97.95,97.21,94.47,99.32,732,33.59,0.408,75.8,99.909
MET-0000000571,2025-11-07 01:34:00.424718,CELL-00067,88.61,60.76,3.234,99.81,95.7,94.46,96.17,159,23.5,1.19,60.18,99.69
MET-0000000572,2025-11-07 01:39:00.424718,CELL-00092,42.76,63.27,3.119,99.86,97.47,96.26,95.03,507,15.62,1.785,62.86,99.41
MET-0000000573,2025-11-07 01:44:00.424718,CELL-00058,59.96,62.29,3.197,96.29,94.65,94.83,96.95,797,22.46,1.916,71.07,99.4
MET-0000000574,2025-11-07 01:49:00.424718,CELL-00121,53.35,37.56,1.45,98.07,95.78,98.46,96.56,691,14.11,0.383,73.36,99.367
MET-0000000575,2025-11-07 01:54:00.424718,CELL-00141,78.85,27.47,2.17,98.97,97.47,98.89,98.87,297,8.87,0.598,82.06,99.095
MET-0000000576,2025-11-07 01:59:00.424718,CELL-00131,26.97,45.61,2.064,96.76,99.27,92.9,96.06,362,26.28,1.64,93.73,99.913
MET-0000000577,2025-11-07 02:04:00.424718,CELL-00079,45.28,70.99,1.864,96.59,94.55,96.17,95.32,643,41.41,0.891,69.46,99.522
MET-0000000578,2025-11-07 02:09:00.424718,CELL-00109,82.06,70.35,2.623,97.35,94.52,98.79,95.33,773,18.09,0.336,83.86,99.08
MET-0000000579,2025-11-07 02:14:00.424718,CELL-00105,87.29,78.25,3.468,98.1,95.66,98.23,97.44,711,49.91,0.246,68.11,99.353
MET-0000000580,2025-11-07 02:19:00.424718,CELL-00112,60.33,30.14,2.29,99.3,98.55,98.33,97.54,719,14.89,1.468,64.16,99.768
MET-0000000581,2025-11-07 02:24:00.424718,CELL-00093,66.23,33.64,2.744,96.39,99.08,92.73,96.25,268,44.55,0.184,76.6,99.817
MET-0000000582,2025-11-07 02:29:00.424718,CELL-00101,81.72,56.32,2.955,97.08,99.12,96.94,95.59,384,31.22,1.094,93.73,99.82
MET-0000000583,2025-11-07 02:34:00.424718,CELL-00119,60.44,42.95,3.187,95.15,96.73,94.59,96.41,796,24.08,1.648,96.14,99.017
MET-0000000584,2025-11-07 02:39:00.424718,CELL-00117,60.61,60.14,1.419,99.81,96.43,95.42,99.6,200,49.25,0.545,82.92,99.618
MET-0000000585,2025-11-07 02:44:00.424718,CELL-00039,56.79,71.4,2.85,97.53,99.31,98.22,98.34,307,44.36,0.493,66.85,99.335
MET-0000000586,2025-11-07 02:49:00.424718,CELL-00067,59.57,77.83,1.005,96.94,95.12,97.06,95.27,751,28.62,0.99,73.82,99.319
MET-0000000587,2025-11-07 02:54:00.424718,CELL-00134,37.48,18.56,3.081,97.6,94.35,95.1,97.12,169,12.75,0.452,70.86,99.417
MET-0000000588,2025-11-07 02:59:00.424718,CELL-00134,42.23,29.58,2.841,97.26,96.0,97.95,99.09,274,43.15,1.214,72.65,99.867
MET-0000000589,2025-11-07 03:04:00.424718,CELL-00118,55.85,44.77,2.896,96.07,97.07,93.53,95.74,200,25.58,0.375,84.8,99.694
MET-0000000590,2025-11-07 03:09:00.424718,CELL-00143,51.42,60.98,0.37,95.81,99.09,92.48,99.71,562,26.06,0.545,72.11,99.831
MET-0000000591,2025-11-07 03:14:00.424718,CELL-00130,45.86,20.27,0.374,98.54,94.94,93.92,99.5,267,37.03,0.067,83.13,99.728
MET-0000000592,2025-11-07 03:19:00.424718,CELL-00143,75.45,49.65,1.71,97.28,95.35,98.43,96.13,355,24.12,0.176,94.95,99.148
MET-0000000593,2025-11-07 03:24:00.424718,CELL-00136,67.59,44.58,3.338,97.7,97.87,97.28,96.89,400,13.85,1.217,75.08,99.852
MET-0000000594,2025-11-07 03:29:00.424718,CELL-00088,84.15,23.0,3.369,95.15,97.63,98.07,96.6,176,25.02,0.522,67.66,99.323
MET-0000000595,2025-11-07 03:34:00.424718,CELL-00088,72.11,29.44,2.426,97.22,98.05,95.57,96.35,567,32.03,0.17,81.71,99.749
MET-0000000596,2025-11-07 03:39:00.424718,CELL-00133,31.72,33.83,0.627,99.74,99.34,98.91,97.58,637,42.24,1.734,93.87,99.13
MET-0000000597,2025-11-07 03:44:00.424718,CELL-00078,63.9,52.33,3.068,97.62,97.94,92.93,99.08,265,31.02,0.209,89.87,99.107
MET-0000000598,2025-11-07 03:49:00.424718,CELL-00005,68.57,56.37,3.249,95.39,98.34,95.8,97.84,161,8.52,1.523,94.71,99.201
MET-0000000599,2025-11-07 03:54:00.424718,CELL-00079,50.78,20.04,1.762,96.01,98.34,92.12,96.75,309,10.63,1.367,94.11,99.206
MET-0000000600,2025-11-07 03:59:00.424718,CELL-00055,66.04,22.5,1.023,97.62,94.23,98.08,98.95,317,39.52,0.995,64.61,99.517
MET-0000000601,2025-11-07 04:04:00.424718,CELL-00017,40.17,67.38,0.2,99.85,95.73,94.56,95.18,619,43.38,0.145,69.68,99.071
MET-0000000602,2025-11-07 04:09:00.424718,CELL-00007,28.02,64.86,1.548,98.63,99.28,92.91,97.13,116,30.46,1.816,78.75,99.947
MET-0000000603,2025-11-07 04:14:00.424718,CELL-00079,20.49,19.95,0.109,96.17,94.66,95.42,95.92,550,24.53,0.928,80.44,99.449
MET-0000000604,2025-11-07 04:19:00.424718,CELL-00085,66.49,60.35,1.93,97.01,97.77,92.78,96.62,514,40.38,0.924,68.64,99.127
MET-0000000605,2025-11-07 04:24:00.424718,CELL-00036,65.9,35.0,2.928,95.11,94.28,98.71,98.14,710,26.23,1.281,94.78,99.597
MET-0000000606,2025-11-07 04:29:00.424718,CELL-00085,47.38,77.41,0.962,96.41,94.89,97.48,99.15,726,45.42,0.642,97.23,99.82
MET-0000000607,2025-11-07 04:34:00.424718,CELL-00003,24.29,39.35,3.169,96.39,97.27,96.85,99.59,423,16.43,1.455,87.31,99.372
MET-0000000608,2025-11-07 04:39:00.424718,CELL-00135,74.27,38.73,2.923,96.18,99.31,96.52,97.71,648,5.15,1.047,70.67,99.628
MET-0000000609,2025-11-07 04:44:00.424718,CELL-00127,57.5,44.7,2.56,99.16,98.5,92.25,96.89,197,30.82,1.343,83.0,99.765
MET-0000000610,2025-11-07 04:49:00.424718,CELL-00085,41.67,44.35,2.272,99.2,96.36,98.82,96.83,63,48.6,1.754,64.5,99.35
MET-0000000611,2025-11-07 04:54:00.424718,CELL-00094,78.42,64.01,1.97,95.91,96.78,92.55,99.1,145,15.47,0.31,85.4,99.408
MET-0000000612,2025-11-07 04:59:00.424718,CELL-00078,23.89,34.43,2.793,95.32,94.08,94.41,95.78,451,26.29,1.642,87.93,99.31
MET-0000000613,2025-11-07 05:04:00.424718,CELL-00005,30.02,49.86,0.215,97.72,96.37,92.29,97.99,207,17.74,0.641,76.52,99.076
MET-0000000614,2025-11-07 05:09:00.424718,CELL-00051,85.55,48.64,1.519,95.59,95.6,94.83,97.3,232,14.84,0.393,71.31,99.321
MET-0000000615,2025-11-07 05:14:00.424718,CELL-00092,81.7,70.83,0.475,98.47,98.62,97.47,99.53,717,7.75,0.641,90.29,99.775
MET-0000000616,2025-11-07 05:19:00.424718,CELL-00003,53.89,23.68,0.226,97.34,96.67,93.15,95.98,578,26.41,1.017,78.4,99.393
MET-0000000617,2025-11-07 05:24:00.424718,CELL-00039,31.76,47.48,2.765,96.23,97.34,98.31,98.08,714,28.91,0.736,67.32,99.05
MET-0000000618,2025-11-07 05:29:00.424718,CELL-00054,26.42,65.81,2.157,99.67,98.43,93.14,96.45,189,26.42,0.034,76.89,99.705
MET-0000000619,2025-11-07 05:34:00.424718,CELL-00134,24.78,37.49,0.503,97.22,96.02,97.29,96.88,65,11.07,1.263,95.95,99.545
MET-0000000620,2025-11-07 05:39:00.424718,CELL-00046,70.86,73.04,3.378,97.84,95.03,97.0,96.9,391,26.45,1.796,96.25,99.572
MET-0000000621,2025-11-07 05:44:00.424718,CELL-00070,48.56,40.48,0.274,96.19,95.05,92.98,99.1,177,11.89,0.464,89.86,99.937
MET-0000000622,2025-11-07 05:49:00.424718,CELL-00112,65.44,27.02,2.954,96.7,96.93,94.13,97.35,750,38.28,0.371,68.96,99.17
MET-0000000623,2025-11-07 05:54:00.424718,CELL-00115,89.41,24.91,0.827,96.71,97.0,94.0,96.66,400,28.65,0.448,95.97,99.881
MET-0000000624,2025-11-07 05:59:00.424718,CELL-00085,77.67,55.03,3.361,96.52,96.09,95.66,99.04,590,12.36,1.149,92.66,99.925
MET-0000000625,2025-11-07 06:04:00.424718,CELL-00050,76.26,52.18,2.293,96.64,98.34,96.43,99.75,149,37.53,1.099,67.96,99.41
MET-0000000626,2025-11-07 06:09:00.424718,CELL-00094,27.84,77.96,2.78,98.23,97.03,93.87,95.69,466,30.86,1.355,95.28,99.835
MET-0000000627,2025-11-07 06:14:00.424718,CELL-00006,60.33,63.47,1.964,95.56,94.79,95.41,96.9,353,44.11,1.473,71.65,99.566
MET-0000000628,2025-11-07 06:19:00.424718,CELL-00013,47.6,56.77,0.547,96.36,94.1,92.2,97.68,401,27.66,1.362,82.39,99.399
MET-0000000629,2025-11-07 06:24:00.424718,CELL-00113,42.14,66.28,0.629,97.33,95.94,94.78,98.65,288,10.24,1.471,80.59,99.881
MET-0000000630,2025-11-07 06:29:00.424718,CELL-00007,32.64,46.01,2.717,97.03,96.54,97.76,97.11,719,49.16,1.409,71.23,99.599
MET-0000000631,2025-11-07 06:34:00.424718,CELL-00118,59.52,34.84,0.133,99.68,94.72,98.95,98.56,101,10.71,0.896,93.3,99.85
MET-0000000632,2025-11-07 06:39:00.424718,CELL-00095,77.96,22.64,0.355,98.26,99.15,94.65,98.64,599,11.33,1.996,85.99,99.254
MET-0000000633,2025-11-07 06:44:00.424718,CELL-00144,35.39,18.16,3.189,99.25,97.89,93.61,96.33,367,39.46,1.914,73.21,99.098
MET-0000000634,2025-11-07 06:49:00.424718,CELL-00087,29.45,41.35,0.697,95.12,94.07,92.36,96.24,466,41.36,1.531,60.2,99.414
MET-0000000635,2025-11-07 06:54:00.424718,CELL-00003,64.76,36.66,1.41,98.45,94.04,93.91,95.21,391,34.19,0.708,89.8,99.584
MET-0000000636,2025-11-07 06:59:00.424718,CELL-00005,93.67,59.4,2.97,99.22,94.5,95.8,98.8,165,37.13,0.466,80.29,99.473
MET-0000000637,2025-11-07 07:04:00.424718,CELL-00130,39.26,56.05,1.036,99.11,95.05,97.65,97.78,262,13.09,1.695,67.83,99.416
MET-0000000638,2025-11-07 07:09:00.424718,CELL-00010,42.09,44.44,0.811,98.8,98.46,96.24,99.77,129,35.86,1.131,64.27,99.482
MET-0000000639,2025-11-07 07:14:00.424718,CELL-00073,35.91,56.42,1.456,96.55,96.66,98.07,96.0,57,16.97,1.461,89.67,99.006
MET-0000000640,2025-11-07 07:19:00.424718,CELL-00107,48.67,21.11,1.871,95.55,97.69,92.42,99.62,210,34.78,1.798,71.73,99.855
MET-0000000641,2025-11-07 07:24:00.424718,CELL-00091,21.78,29.29,2.238,96.84,98.68,97.62,98.49,551,23.83,1.926,74.94,99.731
MET-0000000642,2025-11-07 07:29:00.424718,CELL-00116,61.0,66.76,0.751,95.87,96.73,98.98,98.54,553,10.66,1.148,74.5,99.147
MET-0000000643,2025-11-07 07:34:00.424718,CELL-00064,33.88,19.88,1.464,96.15,98.96,92.21,96.66,614,18.38,0.902,74.18,99.944
MET-0000000644,2025-11-07 07:39:00.424718,CELL-00014,91.73,68.51,0.546,95.56,95.85,93.96,97.39,676,37.37,1.605,88.7,99.91
MET-0000000645,2025-11-07 07:44:00.424718,CELL-00038,24.62,38.44,2.276,99.05,99.14,97.49,96.89,736,49.55,1.693,79.58,99.063
MET-0000000646,2025-11-07 07:49:00.424718,CELL-00043,43.66,74.21,2.679,95.86,98.84,96.3,99.17,56,34.66,1.149,64.37,99.969
MET-0000000647,2025-11-07 07:54:00.424718,CELL-00034,57.09,45.39,0.76,99.46,96.25,96.09,99.77,135,26.5,1.017,65.06,99.69
MET-0000000648,2025-11-07 07:59:00.424718,CELL-00057,55.12,22.32,1.725,98.23,97.59,98.78,98.48,593,48.49,1.989,96.67,99.5
MET-0000000649,2025-11-07 08:04:00.424718,CELL-00136,57.09,30.41,2.88,99.28,95.08,96.17,98.23,313,20.26,0.164,69.94,99.793
MET-0000000650,2025-11-07 08:09:00.424718,CELL-00095,93.73,52.54,1.932,96.09,96.51,94.68,96.71,458,28.65,0.072,90.86,99.168
MET-0000000651,2025-11-07 08:14:00.424718,CELL-00116,33.02,21.63,0.199,96.45,97.56,97.76,98.14,476,39.13,1.077,78.74,99.454
MET-0000000652,2025-11-07 08:19:00.424718,CELL-00108,35.77,41.61,2.466,95.06,95.19,97.72,99.45,678,41.92,1.689,79.68,99.242
MET-0000000653,2025-11-07 08:24:00.424718,CELL-00052,46.5,21.85,1.768,98.56,99.4,97.18,96.95,461,42.34,1.45,68.98,99.948
MET-0000000654,2025-11-07 08:29:00.424718,CELL-00062,90.43,50.49,1.338,95.86,98.31,97.17,96.21,225,40.19,1.761,61.35,99.063
MET-0000000655,2025-11-07 08:34:00.424718,CELL-00074,61.45,31.63,3.13,95.15,97.8,94.96,99.55,422,49.42,0.154,82.54,99.783
MET-0000000656,2025-11-07 08:39:00.424718,CELL-00116,70.91,60.62,2.89,95.08,98.01,98.22,95.93,349,37.8,0.638,63.87,99.309
MET-0000000657,2025-11-07 08:44:00.424718,CELL-00007,27.95,19.76,3.065,96.19,95.45,96.77,95.6,343,37.45,0.821,88.61,99.002
MET-0000000658,2025-11-07 08:49:00.424718,CELL-00120,78.42,23.99,0.347,95.99,99.01,97.0,96.78,353,19.18,0.373,69.71,99.53
MET-0000000659,2025-11-07 08:54:00.424718,CELL-00112,60.81,21.96,2.799,99.72,96.07,95.82,98.11,397,31.19,1.034,79.58,99.894
MET-0000000660,2025-11-07 08:59:00.424718,CELL-00061,31.14,56.55,1.891,96.19,95.38,93.39,97.87,577,32.19,1.317,89.33,99.39
MET-0000000661,2025-11-07 09:04:00.424718,CELL-00098,67.7,17.91,0.551,97.4,96.02,98.08,98.06,230,49.58,1.762,63.24,99.6
MET-0000000662,2025-11-07 09:09:00.424718,CELL-00114,24.19,56.9,0.85,99.41,97.76,98.25,99.63,584,33.78,1.804,88.23,99.481
MET-0000000663,2025-11-07 09:14:00.424718,CELL-00125,25.13,16.53,2.652,97.88,94.68,92.91,99.32,752,39.68,0.095,80.87,99.726
MET-0000000664,2025-11-07 09:19:00.424718,CELL-00079,53.9,35.46,3.34,95.41,96.97,95.99,97.34,499,10.48,1.486,83.3,99.252
MET-0000000665,2025-11-07 09:24:00.424718,CELL-00037,44.95,37.26,0.294,97.85,96.63,98.18,96.51,440,26.64,0.529,60.5,99.719
MET-0000000666,2025-11-07 09:29:00.424718,CELL-00140,92.48,57.31,1.277,99.04,98.86,98.51,99.34,385,41.05,1.767,79.17,99.459
MET-0000000667,2025-11-07 09:34:00.424718,CELL-00095,50.7,58.08,1.458,96.79,97.16,95.92,97.42,474,44.1,1.506,86.44,99.013
MET-0000000668,2025-11-07 09:39:00.424718,CELL-00085,57.16,25.26,2.844,95.09,95.17,98.09,99.53,85,40.26,1.46,67.05,99.358
MET-0000000669,2025-11-07 09:44:00.424718,CELL-00129,74.43,58.82,0.65,97.33,97.89,92.75,97.68,692,40.04,0.099,85.67,99.284
MET-0000000670,2025-11-07 09:49:00.424718,CELL-00092,50.11,79.58,2.842,98.31,97.72,93.12,95.22,73,14.33,1.788,69.94,99.925
MET-0000000671,2025-11-07 09:54:00.424718,CELL-00091,80.32,32.09,0.857,99.43,95.69,97.71,98.35,673,24.24,1.083,80.39,99.238
MET-0000000672,2025-11-07 09:59:00.424718,CELL-00066,29.39,15.34,2.111,98.99,97.56,97.25,96.07,413,32.35,0.22,80.64,99.425
MET-0000000673,2025-11-07 10:04:00.424718,CELL-00150,87.45,40.05,2.229,99.62,96.76,97.47,99.51,478,40.23,1.395,77.77,99.438
MET-0000000674,2025-11-07 10:09:00.424718,CELL-00056,69.79,26.7,0.456,96.72,96.84,95.62,96.92,138,30.34,0.003,81.45,99.63
MET-0000000675,2025-11-07 10:14:00.424718,CELL-00033,75.94,69.87,1.704,95.69,99.49,92.13,97.63,685,9.59,0.326,85.71,99.662
MET-0000000676,2025-11-07 10:19:00.424718,CELL-00103,90.06,55.38,1.28,96.05,99.36,97.29,98.55,605,12.76,1.736,97.49,99.91
MET-0000000677,2025-11-07 10:24:00.424718,CELL-00050,72.8,24.25,3.192,98.29,96.37,98.68,99.27,347,41.96,1.425,61.02,99.298
MET-0000000678,2025-11-07 10:29:00.424718,CELL-00078,64.46,26.83,0.327,95.58,98.91,95.63,96.75,175,12.05,1.674,60.24,99.771
MET-0000000679,2025-11-07 10:34:00.424718,CELL-00094,51.01,74.44,1.963,97.39,96.57,97.3,98.58,166,42.11,0.215,86.54,99.458
MET-0000000680,2025-11-07 10:39:00.424718,CELL-00094,93.42,70.6,2.86,98.3,99.16,92.67,97.94,182,38.16,1.062,96.83,99.628
MET-0000000681,2025-11-07 10:44:00.424718,CELL-00128,70.56,75.16,3.346,96.83,94.64,94.73,97.45,460,41.32,0.424,94.39,99.759
MET-0000000682,2025-11-07 10:49:00.424718,CELL-00042,94.99,67.27,0.652,96.98,95.46,98.91,97.93,629,46.64,1.95,70.09,99.272
MET-0000000683,2025-11-07 10:54:00.424718,CELL-00121,28.18,76.71,1.211,97.17,98.83,94.73,97.18,750,23.5,0.594,67.78,99.609
MET-0000000684,2025-11-07 10:59:00.424718,CELL-00041,31.97,38.6,0.954,97.45,98.74,92.07,95.4,415,41.85,1.85,76.05,99.624
MET-0000000685,2025-11-07 11:04:00.424718,CELL-00068,62.76,26.93,0.977,97.26,97.5,97.73,97.68,558,43.42,0.728,97.35,99.056
MET-0000000686,2025-11-07 11:09:00.424718,CELL-00094,74.58,70.06,2.387,95.51,95.22,97.85,99.33,653,44.17,1.897,72.79,99.556
MET-0000000687,2025-11-07 11:14:00.424718,CELL-00122,83.42,28.97,0.771,99.18,95.29,93.65,97.47,92,24.01,0.885,81.34,99.178
MET-0000000688,2025-11-07 11:19:00.424718,CELL-00127,42.22,56.52,2.896,97.05,97.36,95.48,97.65,717,28.41,0.759,74.69,99.016
MET-0000000689,2025-11-07 11:24:00.424718,CELL-00087,80.09,59.2,3.043,97.31,94.4,94.65,95.01,142,36.94,1.985,92.65,99.019
MET-0000000690,2025-11-07 11:29:00.424718,CELL-00038,54.66,76.83,1.204,97.53,95.9,97.26,95.86,649,48.97,1.898,69.47,99.206
MET-0000000691,2025-11-07 11:34:00.424718,CELL-00063,83.26,47.83,1.975,97.87,95.21,96.82,99.7,138,44.18,0.31,94.82,99.042
MET-0000000692,2025-11-07 11:39:00.424718,CELL-00060,83.82,22.22,1.482,96.06,98.08,95.63,98.37,724,27.22,1.834,82.21,99.527
MET-0000000693,2025-11-07 11:44:00.424718,CELL-00034,71.36,41.98,1.669,99.36,96.01,98.72,95.28,761,38.33,1.82,62.92,99.706
MET-0000000694,2025-11-07 11:49:00.424718,CELL-00097,56.62,50.99,3.42,96.12,96.28,97.67,95.06,315,48.39,1.732,79.69,99.854
MET-0000000695,2025-11-07 11:54:00.424718,CELL-00066,78.66,76.89,0.421,99.68,95.69,96.1,99.26,195,31.97,0.652,94.84,99.696
MET-0000000696,2025-11-07 11:59:00.424718,CELL-00050,38.36,47.6,3.318,97.51,99.2,93.89,96.23,618,21.74,0.414,96.9,99.56
MET-0000000697,2025-11-07 12:04:00.424718,CELL-00148,22.86,41.46,1.563,95.02,96.47,94.85,95.21,733,20.27,0.451,91.23,99.448
MET-0000000698,2025-11-07 12:09:00.424718,CELL-00133,74.89,25.48,1.713,99.09,94.26,98.16,98.59,368,37.38,0.111,84.28,99.399
MET-0000000699,2025-11-07 12:14:00.424718,CELL-00096,36.98,30.24,1.834,97.43,97.16,92.8,97.56,650,28.82,0.593,90.23,99.919
MET-0000000700,2025-11-07 12:19:00.424718,CELL-00095,75.14,30.62,3.251,98.81,95.04,92.34,98.17,109,41.69,0.027,88.29,99.192
MET-0000000701,2025-11-07 12:24:00.424718,CELL-00104,69.14,35.76,3.36,97.81,95.18,95.26,97.9,389,14.87,1.366,73.11,99.764
MET-0000000702,2025-11-07 12:29:00.424718,CELL-00006,72.64,50.42,0.247,95.3,96.16,92.32,98.61,642,45.92,1.746,93.84,99.088
MET-0000000703,2025-11-07 12:34:00.424718,CELL-00082,39.45,25.22,1.563,95.94,96.54,96.8,98.13,738,37.8,0.884,70.48,99.854
MET-0000000704,2025-11-07 12:39:00.424718,CELL-00077,41.1,36.62,0.231,97.21,94.5,98.5,96.83,125,47.33,1.136,75.54,99.574
MET-0000000705,2025-11-07 12:44:00.424718,CELL-00009,20.81,26.26,1.921,96.13,98.87,97.92,96.43,684,20.5,1.931,97.03,99.452
MET-0000000706,2025-11-07 12:49:00.424718,CELL-00130,47.98,78.75,2.937,98.85,99.27,94.24,97.87,677,47.91,0.128,97.23,99.394
MET-0000000707,2025-11-07 12:54:00.424718,CELL-00114,38.99,20.64,1.544,99.21,98.03,93.08,98.62,246,20.89,1.057,96.58,99.12
MET-0000000708,2025-11-07 12:59:00.424718,CELL-00024,45.78,62.85,0.513,99.51,98.17,96.8,99.3,741,9.21,0.517,75.87,99.458
MET-0000000709,2025-11-07 13:04:00.424718,CELL-00018,70.64,51.32,2.999,96.16,94.94,96.53,97.49,266,44.78,0.695,93.26,99.93
MET-0000000710,2025-11-07 13:09:00.424718,CELL-00061,29.95,58.02,1.248,99.5,94.12,93.81,97.52,485,7.69,0.427,65.55,99.089
MET-0000000711,2025-11-07 13:14:00.424718,CELL-00002,20.47,51.42,3.244,97.82,95.77,96.02,97.37,71,37.87,1.077,94.36,99.83
MET-0000000712,2025-11-07 13:19:00.424718,CELL-00078,36.85,52.78,1.724,98.01,95.89,93.28,95.97,158,18.49,0.813,68.66,99.924
MET-0000000713,2025-11-07 13:24:00.424718,CELL-00146,51.96,34.52,2.896,97.24,99.09,92.72,98.23,304,21.18,0.539,70.16,99.912
MET-0000000714,2025-11-07 13:29:00.424718,CELL-00132,79.89,52.98,3.267,98.07,95.64,98.49,97.64,204,34.57,1.403,70.18,99.121
MET-0000000715,2025-11-07 13:34:00.424718,CELL-00079,86.83,50.5,3.067,96.23,97.03,94.47,96.99,587,28.51,0.776,95.86,99.972
MET-0000000716,2025-11-07 13:39:00.424718,CELL-00079,65.71,34.03,0.559,95.8,94.3,96.62,95.67,292,40.11,1.532,83.44,99.708
MET-0000000717,2025-11-07 13:44:00.424718,CELL-00055,93.81,66.24,1.529,98.62,96.35,94.71,99.71,645,15.01,1.935,72.96,99.624
MET-0000000718,2025-11-07 13:49:00.424718,CELL-00121,53.47,15.6,3.047,98.59,97.37,94.63,98.94,281,30.47,1.999,85.55,99.809
MET-0000000719,2025-11-07 13:54:00.424718,CELL-00009,73.8,70.84,0.352,95.41,98.9,96.0,97.29,694,40.54,1.91,79.28,99.985
MET-0000000720,2025-11-07 13:59:00.424718,CELL-00088,50.37,62.81,3.468,95.6,98.83,97.73,97.23,102,29.14,0.511,76.5,99.406
MET-0000000721,2025-11-07 14:04:00.424718,CELL-00106,60.43,79.21,0.357,97.02,94.21,93.71,95.52,434,19.38,0.175,60.09,99.391
MET-0000000722,2025-11-07 14:09:00.424718,CELL-00034,32.94,61.35,2.699,97.36,95.44,94.46,95.02,182,35.66,0.705,82.72,99.815
MET-0000000723,2025-11-07 14:14:00.424718,CELL-00098,51.74,31.35,0.542,95.63,97.27,98.48,95.91,555,12.08,1.683,92.82,99.336
MET-0000000724,2025-11-07 14:19:00.424718,CELL-00119,84.0,31.35,0.989,96.12,99.41,95.74,97.25,660,30.14,1.633,92.85,99.966
MET-0000000725,2025-11-07 14:24:00.424718,CELL-00082,77.69,44.49,0.87,95.85,94.59,97.48,98.08,236,6.81,1.335,93.01,99.616
MET-0000000726,2025-11-07 14:29:00.424718,CELL-00080,92.73,45.05,0.948,97.1,94.81,92.92,95.47,528,25.78,1.099,62.05,99.774
MET-0000000727,2025-11-07 14:34:00.424718,CELL-00089,61.4,64.57,0.895,95.51,98.16,96.21,98.65,682,21.28,0.442,93.14,99.461
MET-0000000728,2025-11-07 14:39:00.424718,CELL-00071,23.14,79.51,2.718,95.76,96.09,92.73,95.63,237,34.18,1.853,64.45,99.516
MET-0000000729,2025-11-07 14:44:00.424718,CELL-00048,23.4,36.07,2.075,97.41,94.08,98.99,96.13,457,32.28,0.065,79.8,99.395
MET-0000000730,2025-11-07 14:49:00.424718,CELL-00040,57.76,32.31,0.969,99.7,94.71,95.07,97.94,515,10.95,0.414,73.33,99.991
MET-0000000731,2025-11-07 14:54:00.424718,CELL-00046,67.06,60.3,0.844,96.26,98.46,96.12,98.41,181,24.29,1.212,93.87,99.106
MET-0000000732,2025-11-07 14:59:00.424718,CELL-00103,64.75,72.3,2.904,99.65,99.19,98.77,97.53,500,27.75,0.824,69.82,99.137
MET-0000000733,2025-11-07 15:04:00.424718,CELL-00068,65.76,20.66,1.839,98.62,95.5,95.66,95.35,526,5.6,0.577,78.74,99.865
MET-0000000734,2025-11-07 15:09:00.424718,CELL-00056,76.06,39.82,2.183,97.91,96.05,94.16,97.0,573,27.07,0.526,69.39,99.436
